 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.005857956484	0.217144626392	0.201619680572	0.127832376035	0.24333401979	0.0836759915738	0.00617207012719	0.00265718713457	0.111706096182
a46	0.196251721809	0.0369745381841	0.149783818902	0.137957295099	0.0614648255318	0.150918103822	0.0569632747324	0.00164274840813	0.208043656145
a31	0.0459949840935	0.229265562939	0.0657559439718	0.0504898131332	0.298398868965	0.124504346058	0.046744982492	0.00977250548426	0.129072984703
a27	0.0316247314808	0.172112144907	0.0355850196751	0.0154353821115	0.283365346891	0.237341145853	0.0223475312267	0.00098427297011	0.201204457272
a41	0.09518872509	0.241169919967	0.039580196181	0.152715064312	0.10866894851	0.142372849538	0.015670002665	0.00115404554896	0.20348025597
a1	0.0176480804262	0.227577233347	0.039827236562	0.20885069921	0.0523020643684	0.113383213375	0.0595993514822	0.00163937052925	0.279172708984
a21	0.0230088975188	0.201533661796	0.013153904588	0.362044838281	0.003828476634	0.0106526283868	0.0405133469573	0.0023550918748	0.342909125229
a31	0.13746329063	0.256849242634	0.11578213343	0.214014111642	0.016613618216	0.0376677832372	0.0596451413918	0.0020325879438	0.159932103655
a13	0.188056637702	0.185700399756	0.043860383878	0.163139980453	0.00694191370457	0.0447421418224	0.0855237132421	0.0063178151014	0.275717023177
a31	0.048367253257	0.253339542404	0.0726153816176	0.108661034602	0.105190314224	0.12993928011	0.110540904184	0.02454353029	0.146802759572
a41	0.0611796641494	0.165218894027	0.05879685937	0.136286343171	0.0327048785646	0.0184840898296	0.15302252812	0.0786808277519	0.295625910397
a35	0.0257850323113	0.191504662157	0.0271547139465	0.11452623428	0.069482624644	0.0761082755456	0.225708229995	0.080043777516	0.189686461852
a31	0.0144809521792	0.126855299216	0.100271108302	0.0792810600411	0.0913810941	0.041456834522	0.123741559791	0.159825930564	0.26270614541
a14	0.0322918879848	0.235558494027	0.09735632751	0.0833000368753	0.0506527019492	0.019057855094	0.0352508724808	0.0273552325718	0.419176580024
a28	0.0696661531161	0.139870035813	0.051089689906	0.0635699000446	0.0948459423427	0.02391371822	0.198886248137	0.110938430209	0.247219916392
a31	0.0398678149755	0.137822145887	0.0554034086031	0.041621586896	0.0634344299502	0.04028601358	0.216141362887	0.110704333063	0.2947189184
a0	0.0321529645442	0.186615592315	0.124636125035	0.0617642584794	0.0402890995624	0.024252984548	0.029489360115	0.0479911009813	0.452808531686
a31	0.0308715099367	0.151400800663	0.0562328219159	0.063192277176	0.0826341522107	0.013343022896	0.254857157252	0.0653482326033	0.28212000784
a46	0.134421683161	0.0911444638458	0.0364968796706	0.0317902018408	0.0366976891295	0.039664970164	0.0528162470644	0.0901447295511	0.48682311536
a17	0.0717372275434	0.119588371161	0.0631610033364	0.103333329082	0.0808212012993	0.01051101481	0.071770436784	0.0924012227116	0.38667621826
</S>	0.0378625274764	0.100178113287	0.068543962282	0.0153769896138	0.030969478891	0.024119737552	0.132077329552	0.152134486904	0.438737333
