 	l	ho	sentito	quando	veniva	</S>
a31	0.000305400617046	0.000727516373514	0.191794627082	0.6027638408	0.193972781418	0.010435843501
a46	9.92839651311e-05	0.00029169928677	0.0221879768866	0.7720117765	0.200436874362	0.00497242122697
a41	0.00163196011911	0.0108934840058	0.37674459248	0.3082650176	0.296209420435	0.00625550202544
a31	0.00372298578786	0.0269962911438	0.3665496514	0.34613357096	0.240271406829	0.0163261289908
a24	0.0134199677274	0.0650087590061	0.319341008764	0.38705219036	0.193210564812	0.0219675275058
a31	0.0268591794671	0.149865471704	0.324945595239	0.2475822214	0.198308199389	0.0524392805
a15	0.062579260204	0.0205335660438	0.281880752492	0.3314545872	0.28087523358	0.022676580962
a46	0.0398165600692	0.177411536053	0.184160694064	0.358153231	0.1818644836	0.0585935062
a31	0.0199412674	0.0535906282698	0.125350312411	0.291638479	0.281177745	0.22830155798
a0	0.006012678164	0.0241484234403	0.186341698214	0.128200451	0.4270828674	0.2282139002
a41	0.0187781016201	0.130080557108	0.0117160666716	0.1950865896	0.25503715074	0.3893015234
</S>	0.020438547444	0.185985610022	0.0164346772463	0.1388532684	0.231993891	0.4062940222
