 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.12409077	0.123978905	0.124141894	0.12410686	0.15687595	0.15407263	0.19273296
a31	0.8053566	0.009006689	0.015723621	0.0090687545	0.010159958	0.044253107	0.10643129
a7	0.18806213	0.0050154333	0.07559457	0.06693569	0.06346239	0.056770742	0.54415905
a31	0.3222052	0.10514062	0.07027584	0.117383175	0.051151723	0.14579889	0.18804453
a7	0.19736287	0.10930545	0.100610085	0.14596415	0.07099134	0.16874588	0.20702025
a3	0.19561292	0.0047703306	0.15925065	0.16018562	0.09610458	0.07419346	0.3098825
a31	0.08171637	0.004479198	0.2705991	0.3009673	0.100110486	0.11970167	0.122425914
a8	0.13938145	0.0039157653	0.21977231	0.24690264	0.15155292	0.12723505	0.11123992
a31	0.033908628	0.004190563	0.17732565	0.06966101	0.027508873	0.3309128	0.3564925
a8	0.0930219	0.0071286964	0.20018195	0.06316035	0.02591606	0.27749342	0.33309767
a20	0.040430434	0.010816461	0.14066397	0.07042658	0.09068198	0.42938158	0.21759899
a31	0.1312392	0.012396898	0.106508404	0.09166326	0.040830642	0.3097977	0.30756384
a20	0.20279685	0.031667057	0.07585328	0.08008428	0.043417364	0.3265871	0.23959412
a31	0.30011973	0.032580614	0.054427184	0.065615036	0.10810116	0.20831268	0.23084363
a28	0.15462427	0.046995897	0.04988642	0.092734955	0.10519348	0.3080221	0.24254288
a11	0.11409044	0.031584755	0.041815106	0.05639473	0.14663576	0.2917227	0.3177565
a20	0.07799592	0.059034623	0.06365399	0.07403425	0.25152087	0.20978782	0.26397258
a24	0.085400485	0.07595351	0.07507563	0.07828775	0.32427716	0.15264675	0.20835863
a8	0.07942096	0.059756286	0.059876993	0.059401788	0.28257355	0.17497587	0.2839946
a31	0.080896616	0.07985988	0.08056291	0.08191679	0.3297261	0.17120668	0.17583098
a20	0.10064057	0.10014326	0.10445119	0.11534018	0.18986765	0.2666231	0.12293412
a31	0.12647821	0.125627	0.12542494	0.12640662	0.1468305	0.22141665	0.12781599
a18	0.12499496	0.12081145	0.11879371	0.12185415	0.14294185	0.248633	0.12197088
a31	0.13393703	0.13293844	0.13243915	0.13286057	0.1912642	0.13911775	0.13744287
a8	0.12702318	0.122154206	0.1196767	0.12300927	0.1371671	0.24870767	0.1222618
</S>	0.12985583	0.1296417	0.12960522	0.12975995	0.2014582	0.14287835	0.13680081
