 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.02679061	0.026779084	0.02701901	0.035359547	0.039042342	0.053040687	0.068181336	0.072726764	0.0751496	0.120962456	0.10301775	0.037316307	0.07732208	0.065384366	0.050523233	0.08790458	0.033480197
a29	0.004365666	0.0062396233	0.022189237	0.017974537	0.035506718	0.016887238	0.01098119	0.010286145	0.034581102	0.14912078	0.17351155	0.09704763	0.03774124	0.06466521	0.08266829	0.09059749	0.14563638
a35	0.049147997	0.03809885	0.113458425	0.037365586	0.16630754	0.014208659	0.009789416	0.005542573	0.029392328	0.060256045	0.093323626	0.13450825	0.071808085	0.063443325	0.02642806	0.027017718	0.059903502
a31	0.044055805	0.039222583	0.12963505	0.04352701	0.25417772	0.015436558	0.008237476	0.0043154755	0.03712194	0.044674307	0.070341244	0.104713924	0.07520727	0.056398503	0.016420348	0.015700527	0.040814262
a39	0.026470158	0.032377604	0.088219956	0.04072658	0.17222972	0.027218545	0.01706069	0.005370764	0.0942791	0.0642112	0.05464521	0.08031948	0.07318874	0.16914093	0.018953023	0.009908407	0.025679825
a29	0.01795421	0.026587805	0.058020856	0.047307007	0.17865176	0.09951888	0.049251966	0.02250562	0.051256593	0.11442675	0.12813851	0.052753825	0.033216044	0.019422555	0.019279545	0.01799678	0.06371125
a11	0.024625521	0.035153393	0.055103652	0.07373991	0.14175852	0.100271165	0.058544006	0.026893534	0.021030942	0.03454996	0.051515345	0.04793201	0.047642987	0.035887655	0.043275792	0.04292025	0.15915538
a24	0.039392646	0.05435758	0.06918411	0.058256805	0.106675215	0.13189642	0.0704461	0.020115122	0.018734787	0.017514545	0.03632297	0.046249285	0.048371818	0.026631383	0.046089657	0.04619419	0.16356733
a31	0.021269063	0.037947297	0.05683266	0.09515356	0.14439338	0.09647073	0.041006632	0.019193536	0.028419292	0.03380042	0.048298877	0.049312584	0.049634237	0.046924654	0.049064685	0.04911495	0.13316347
a28	0.03277459	0.06480087	0.11323614	0.06129262	0.053208534	0.050608177	0.045335364	0.027945718	0.021283431	0.025033047	0.036057737	0.056300297	0.06821785	0.037050437	0.05392779	0.055353373	0.19757408
a31	0.02017831	0.04231383	0.08254736	0.072367154	0.07112694	0.06331788	0.027812991	0.014923499	0.019634474	0.028678382	0.04729306	0.08101705	0.09036584	0.041548792	0.08341967	0.08787692	0.12557787
a0	0.02925321	0.059030246	0.12671492	0.07381414	0.05381301	0.04473808	0.038891368	0.026082745	0.024204656	0.035503022	0.037100263	0.06208953	0.08944141	0.05062878	0.06348236	0.07028304	0.11492915
a20	0.0073724603	0.011116639	0.031878814	0.05355311	0.048798412	0.05054648	0.024703715	0.016941505	0.017812036	0.028682752	0.058156606	0.11152018	0.12422264	0.05157907	0.10668493	0.11897112	0.1374595
a31	0.019430242	0.045900997	0.11290418	0.075322576	0.069205835	0.05705255	0.033047635	0.019099927	0.023610203	0.02792758	0.037294813	0.067335546	0.082733855	0.04374337	0.06980733	0.07504719	0.14053623
a13	0.009076936	0.014767222	0.06355583	0.07825614	0.05848916	0.048221122	0.03130007	0.025122376	0.023848321	0.029316815	0.03882657	0.0820775	0.12858602	0.064261094	0.08091948	0.10685927	0.116516046
a31	0.0033411244	0.0064692725	0.036027245	0.06535415	0.06087077	0.05944953	0.02755581	0.01639411	0.016426068	0.019812334	0.04629646	0.10482648	0.12977704	0.05875386	0.09292777	0.11561144	0.14010656
a28	0.004069494	0.0069000046	0.04711646	0.06462723	0.055136215	0.05791365	0.036162686	0.019970449	0.01650436	0.018185906	0.036806278	0.09106594	0.13444997	0.06480914	0.068557754	0.09672572	0.18099871
a31	0.001771626	0.0029201542	0.024206547	0.08121352	0.08467156	0.07091389	0.03384132	0.020672416	0.01672839	0.020446273	0.035535045	0.075676836	0.12675133	0.078196354	0.06128534	0.09265187	0.17251758
a46	0.0034355999	0.0035723103	0.02660813	0.054371834	0.053358816	0.07266372	0.05213027	0.029164802	0.01798409	0.013803249	0.030727701	0.08036868	0.12616359	0.03974772	0.045120765	0.072223574	0.2785551
a8	0.0017540117	0.0023580242	0.00842834	0.06200112	0.061460204	0.082547486	0.038177766	0.037353367	0.028347824	0.018579649	0.029380145	0.07898057	0.10261332	0.029394886	0.055085465	0.07464798	0.28888983
a24	0.0017392309	0.0016760384	0.0069768513	0.018178314	0.041059017	0.05199163	0.043132607	0.03549117	0.048535105	0.017032113	0.027381858	0.08055447	0.13551743	0.013092093	0.05629075	0.09317356	0.32817775
a31	0.0017019628	0.002098612	0.012479204	0.055900138	0.09927962	0.07725427	0.033830468	0.028429596	0.03720774	0.018554375	0.028703803	0.07996904	0.100553505	0.014195175	0.041472204	0.062175684	0.30619457
a20	0.0054917494	0.0042141895	0.10862642	0.10419661	0.15277117	0.045941934	0.035553783	0.035474483	0.049571868	0.030423481	0.030608881	0.060459662	0.13337976	0.02238268	0.021528225	0.05176857	0.10760653
a31	0.0046606488	0.0075751515	0.022387313	0.07624435	0.039080217	0.090185344	0.055450458	0.031976916	0.0132585075	0.014300646	0.023347648	0.05865772	0.17203006	0.051883362	0.09666385	0.1226993	0.11959858
a24	0.00407119	0.004845634	0.026557852	0.051239993	0.055842422	0.0982188	0.05130666	0.041531768	0.033796635	0.01195246	0.024965359	0.10542383	0.17086121	0.015821414	0.06341355	0.09521947	0.14493169
a28	0.0024496883	0.00290751	0.009572686	0.03288879	0.06278157	0.10516669	0.050104972	0.049132694	0.029864607	0.011493644	0.028424624	0.087334976	0.15630122	0.017527586	0.06926683	0.12383806	0.16094394
a31	0.004378483	0.0042159124	0.034603514	0.051665742	0.08600816	0.09315622	0.046985183	0.033482824	0.04523734	0.015217482	0.02073944	0.116717465	0.21078904	0.010585973	0.051383927	0.085047126	0.0897862
a20	0.004294756	0.0045276666	0.046792973	0.05487574	0.08647811	0.083485745	0.04339891	0.049574494	0.06846009	0.020124858	0.019752413	0.0946245	0.2381764	0.014143995	0.033233568	0.06166704	0.07638878
a31	0.0058895326	0.004025507	0.031869516	0.05062626	0.06461366	0.0865045	0.05066361	0.052435048	0.020975143	0.01069449	0.018603645	0.06253667	0.2818509	0.016441118	0.066423155	0.12786525	0.04798201
a20	0.0049088383	0.004875736	0.047950722	0.046820596	0.0929179	0.10029321	0.05019475	0.05195083	0.043236706	0.014505595	0.018378178	0.0764672	0.278962	0.013173449	0.030353824	0.073035836	0.05197468
a31	0.005393876	0.003914435	0.042539608	0.049623564	0.10141795	0.098158196	0.051701695	0.057595838	0.02368463	0.012147377	0.019759247	0.050341148	0.29762885	0.014310968	0.032959312	0.10200263	0.03682065
a20	0.0049319747	0.0062430804	0.053872295	0.05123399	0.11657181	0.116088405	0.05014068	0.057865106	0.045039523	0.019887708	0.023425644	0.06342475	0.2595354	0.0135521805	0.016534217	0.058346983	0.0433063
a8	0.005241513	0.0056518055	0.052050244	0.055188004	0.13892339	0.10787059	0.044458017	0.057719342	0.028820762	0.01931199	0.029632792	0.050875504	0.25088274	0.014576583	0.017871903	0.08709768	0.033827078
a20	0.010676808	0.006193724	0.019184783	0.042562976	0.02147145	0.049971346	0.0458705	0.047042884	0.08493685	0.066607684	0.05914652	0.14489542	0.19311121	0.04082128	0.054782066	0.07220926	0.040515196
a31	0.008136281	0.012620354	0.032087587	0.030967478	0.10020071	0.04440918	0.03227755	0.0370171	0.17466041	0.17343764	0.121010095	0.089133754	0.04503635	0.022987472	0.020491563	0.03028785	0.025238652
a8	0.0065461714	0.00972292	0.047369108	0.048459947	0.09265612	0.06484064	0.034200914	0.06671358	0.08766859	0.06588142	0.07451715	0.09244898	0.164198	0.025681725	0.01943746	0.055526715	0.044130586
a24	0.009566885	0.007909714	0.019506924	0.061976604	0.03115469	0.06188244	0.04343277	0.060585395	0.13205302	0.10988679	0.093258955	0.122768536	0.098861	0.040369365	0.03024691	0.047396947	0.029143035
a27	0.008461396	0.008850401	0.013902108	0.046799254	0.038250037	0.0422364	0.02835938	0.037040893	0.15490915	0.13328953	0.10249064	0.12957782	0.08202747	0.0264561	0.03718056	0.062161587	0.048007276
a37	0.010432266	0.013734377	0.0262828	0.03696943	0.062359896	0.04440465	0.034451097	0.035097875	0.11479064	0.12268367	0.104358464	0.12877336	0.088296525	0.031384766	0.030473048	0.040657133	0.07485
a31	0.0060668867	0.0044919346	0.021495007	0.063513845	0.048962392	0.028036002	0.017998775	0.033841062	0.04701565	0.089423105	0.12463812	0.12572388	0.18842751	0.035510264	0.045152303	0.07010144	0.049601834
a28	0.013152284	0.015300734	0.030024448	0.038148705	0.044716198	0.039861657	0.03752974	0.03988058	0.13600893	0.14954987	0.10734218	0.12259601	0.060479347	0.038129967	0.036051568	0.0390799	0.05214783
a10	0.008419756	0.007773147	0.021005616	0.038869455	0.056669313	0.03044063	0.024574265	0.03446014	0.08613529	0.099196754	0.14468135	0.13817224	0.14412846	0.030362811	0.028009865	0.042703982	0.06439686
a31	0.007978084	0.007596733	0.02696646	0.046243086	0.04598411	0.024101865	0.020381225	0.025042096	0.05402175	0.08207667	0.096500814	0.13205953	0.13091253	0.037691917	0.052245133	0.07383881	0.13635927
a30	0.013026861	0.015966494	0.032728914	0.026268546	0.052537657	0.032573845	0.033395883	0.04129499	0.06867919	0.09456661	0.13148706	0.095943436	0.14405946	0.045992244	0.0349227	0.058147892	0.0784082
a38	0.010823047	0.014115354	0.043018267	0.033819873	0.05689163	0.0316053	0.025915999	0.031518634	0.037828695	0.06895134	0.10219759	0.08833464	0.17853996	0.053525068	0.0487292	0.08712449	0.087060906
a24	0.007638877	0.0070186527	0.019537594	0.029563474	0.05725999	0.021915266	0.020177307	0.026763873	0.0654287	0.102866665	0.1716969	0.1251518	0.15497452	0.034717012	0.032164235	0.05666775	0.066457324
a23	0.009176603	0.009012696	0.015993096	0.030296449	0.049717605	0.03244478	0.026742784	0.03335092	0.093698524	0.11336939	0.16391593	0.14031248	0.12849733	0.033505805	0.027258383	0.039164454	0.053542733
a8	0.008307698	0.009105536	0.018223763	0.030551141	0.07300226	0.037421618	0.024414739	0.023835221	0.11852411	0.1455335	0.13227466	0.15112707	0.07467211	0.028112536	0.026453026	0.029537711	0.068903364
a24	0.016448282	0.021419305	0.027358761	0.038650684	0.08139643	0.07922568	0.045986835	0.04194855	0.08762388	0.18595064	0.11199239	0.061062444	0.051047735	0.04064636	0.037305288	0.043088194	0.028848544
a31	0.01451797	0.01503491	0.01846637	0.028182372	0.05936346	0.043135613	0.039816175	0.042168416	0.10030728	0.1382852	0.15569256	0.095364764	0.0874645	0.041901622	0.034283902	0.04722123	0.038793694
a24	0.010644059	0.011843072	0.026189428	0.03461606	0.048954207	0.046184454	0.03161927	0.028869295	0.087018326	0.0950554	0.09799844	0.17390667	0.09311767	0.04015374	0.036879405	0.042821053	0.09412946
a28	0.011014163	0.010997034	0.016729755	0.024100134	0.042958412	0.028507777	0.029649666	0.032605875	0.07549181	0.11297622	0.16993648	0.1140371	0.13234057	0.04081828	0.034062773	0.055310808	0.06846314
a31	0.012599906	0.012745746	0.01795451	0.037112977	0.0334321	0.036861744	0.03496519	0.035409726	0.11016612	0.12234675	0.11207866	0.15593423	0.07851275	0.04087009	0.039248347	0.04208234	0.07767873
a20	0.011647097	0.012250302	0.022881657	0.034602124	0.027051322	0.034384333	0.0324752	0.032675087	0.09547249	0.100137435	0.105704986	0.18733712	0.082482815	0.04365454	0.04052955	0.045177907	0.09153607
a37	0.0118271	0.01218111	0.017829128	0.035585124	0.018528162	0.0323593	0.032472614	0.034167722	0.06740239	0.07037648	0.09529837	0.17009638	0.12957257	0.053490732	0.04802929	0.05575943	0.115024015
a35	0.015459794	0.015674321	0.021193273	0.04313779	0.029306194	0.04271658	0.042552803	0.04320119	0.12225297	0.12043492	0.094175525	0.1413708	0.06613581	0.04592982	0.044756588	0.04633648	0.065365106
a31	0.017776195	0.018721148	0.033184167	0.04824501	0.040656637	0.0482194	0.04811456	0.048508868	0.12681407	0.15526184	0.10373065	0.06776528	0.049511876	0.048367735	0.04807273	0.048269603	0.048780244
a37	0.018994523	0.02191617	0.042506818	0.048798855	0.044257596	0.048875578	0.04889527	0.049141724	0.11042392	0.14681494	0.11261009	0.060559917	0.049601227	0.04908222	0.04885492	0.04899894	0.049667306
a28	0.018104741	0.018729111	0.028393738	0.049098663	0.03000853	0.04938199	0.049578857	0.05053566	0.13500561	0.124535166	0.085192844	0.10109956	0.054680616	0.05085405	0.049865957	0.050375603	0.054559268
a41	0.018162277	0.01874583	0.029435558	0.049458288	0.03462249	0.04962683	0.049617365	0.050091974	0.13391125	0.14102088	0.092288576	0.08052932	0.052042685	0.050059423	0.04962338	0.04989627	0.05086769
a31	0.01838699	0.020423988	0.03970941	0.04841711	0.04313508	0.04843569	0.04844238	0.04881707	0.11688639	0.14962417	0.110619724	0.06287475	0.04934772	0.048716985	0.048409652	0.048530973	0.04922191
a7	0.018403508	0.02064017	0.040225334	0.04813736	0.042644214	0.048180606	0.048192702	0.048454203	0.11867422	0.1465677	0.11203472	0.06453744	0.049203545	0.048425853	0.04818972	0.0483237	0.049165003
a11	0.018111832	0.018674716	0.027800042	0.04916186	0.029760515	0.04944978	0.049622647	0.05046854	0.1346177	0.123896144	0.084785834	0.10250996	0.055025622	0.05087454	0.04996009	0.05048645	0.054793745
a31	0.017736882	0.018529871	0.03156805	0.04815044	0.036364358	0.048210245	0.04819936	0.04863595	0.13374585	0.1432694	0.09766044	0.08145437	0.05074402	0.048691157	0.048283454	0.048533425	0.05022275
a17	0.01887161	0.021357106	0.041586783	0.04909674	0.044351555	0.049132675	0.049128443	0.049346395	0.10980868	0.1490677	0.11072068	0.060220893	0.049832817	0.049307592	0.04911255	0.04922817	0.04982966
a31	0.020205878	0.020613855	0.028895617	0.05490629	0.03448149	0.05541932	0.055428658	0.055879466	0.1130795	0.13971415	0.08216236	0.06258318	0.05628453	0.055610888	0.055205993	0.055584118	0.053944677
a20	0.02156658	0.02480327	0.04805402	0.055442497	0.049563307	0.05551865	0.05554784	0.055773847	0.07584054	0.14020061	0.0826529	0.05730084	0.05565682	0.05564816	0.05546505	0.055526108	0.05543903
a31	0.018973827	0.019433014	0.025115231	0.050943457	0.026087508	0.051796097	0.052170407	0.05345121	0.12937617	0.10747947	0.07672941	0.112714626	0.060651988	0.053586528	0.052279342	0.05300386	0.05620779
a28	0.020461012	0.022009015	0.04069639	0.05460957	0.041390885	0.05480131	0.055018775	0.05610752	0.093674965	0.14378576	0.084150866	0.058539845	0.055152252	0.055582147	0.05474398	0.05483021	0.054445453
a31	0.025215987	0.02538537	0.026728738	0.05980061	0.028763812	0.06753005	0.069225796	0.070140846	0.080014735	0.09645428	0.074304655	0.048548274	0.070278615	0.06934759	0.066804945	0.06972181	0.051733926
</S>	0.02442307	0.026776183	0.05118599	0.064639136	0.0506161	0.06484066	0.06520309	0.066991985	0.066515945	0.080420345	0.049681578	0.0636639	0.06498973	0.06613446	0.06477662	0.06482755	0.06431359
