 	si	è	rotta	la	coppa	</S>
a31	0.044346318	0.1449919	0.03612709	0.07289832	0.5672945	0.13434196
a20	0.11776386	0.028598512	0.047359522	0.17195942	0.2875867	0.34673193
a19	0.017959658	0.017163172	0.01704743	0.14918864	0.65218467	0.1464565
a18	0.12803611	0.055902343	0.08073227	0.44562986	0.16338861	0.12631078
a27	0.102914095	0.08167971	0.045281827	0.4248141	0.15935437	0.1859559
a31	0.11784615	0.066521235	0.019076413	0.07629889	0.24479306	0.47546428
a39	0.25597623	0.29915664	0.08935965	0.061696082	0.11372218	0.1800892
a31	0.34597906	0.16616349	0.11431873	0.08683699	0.1232159	0.16348581
a46	0.43112263	0.18885237	0.046920225	0.040009208	0.1501448	0.14295077
a31	0.18703456	0.12964363	0.04691353	0.03610708	0.23313385	0.36716732
a20	0.46249047	0.18925774	0.037034564	0.0488736	0.15194824	0.11039538
</S>	0.38059482	0.25588593	0.041849203	0.038633876	0.09718636	0.1858498
