 	non	so	cosa	stai	scrivendo	</S>
a31	0.16055797	0.16054145	0.16053973	0.16254629	0.16147687	0.19433773
a21	0.020482054	0.0046904245	0.032528184	0.15967977	0.25534916	0.5272704
a31	0.17170444	0.015332446	0.0536679	0.1027292	0.44629484	0.21027118
a10	0.15888652	0.020346077	0.035331305	0.08113693	0.42887777	0.2754214
a7	0.20722543	0.031618927	0.34976542	0.24315599	0.10906828	0.05916598
a41	0.09936089	0.0104515245	0.302852	0.382071	0.12489563	0.08036896
a31	0.050309356	0.0057730735	0.19064546	0.4455395	0.17486364	0.13286895
a8	0.010547819	0.0021935396	0.039050404	0.36976907	0.21646422	0.36197487
a31	0.0025301161	0.0015805244	0.004832905	0.095111534	0.11625474	0.77969015
a8	0.0030851387	0.0010508755	0.002636502	0.049073204	0.06969559	0.87445873
a23	0.00756001	0.0049649216	0.01690962	0.25342917	0.10404523	0.613091
a8	0.0017282392	0.00072796014	0.0014859935	0.035760585	0.050128218	0.910169
a31	0.011144675	0.0051626395	0.01668849	0.32409757	0.11719899	0.52570766
a21	0.009122243	0.005670813	0.005047606	0.07100761	0.12521002	0.78394175
a31	0.0056828	0.0023317428	0.0037396085	0.124235995	0.06381436	0.8001955
a24	0.021214403	0.015159373	0.009435988	0.055195246	0.08034232	0.8186527
a21	0.01044153	0.004091677	0.0055512274	0.099714324	0.0920967	0.7881046
a31	0.053958982	0.04100979	0.036140192	0.09948205	0.13587898	0.63353
a17	0.1556609	0.117574155	0.0697715	0.10010475	0.12588426	0.43100438
a20	0.08009174	0.06803726	0.064749956	0.13083604	0.08964903	0.566636
a0	0.14888203	0.13634974	0.13086063	0.13914543	0.19348434	0.25127777
a31	0.13565071	0.13305429	0.13277158	0.14487295	0.14850745	0.305143
a8	0.16051576	0.13775744	0.12696776	0.13582642	0.21153799	0.22739463
a37	0.1640092	0.16248214	0.16190797	0.1635465	0.16582024	0.18223396
</S>	0.13765451	0.13756569	0.13723694	0.14503275	0.21427812	0.22823209
