 	le	melanzane	vogliono	ee	girate	</S>
a31	0.16170844	0.16158462	0.16428505	0.18125401	0.16270702	0.16846092
a20	0.023440145	0.012284619	0.090589605	0.14282334	0.36726862	0.36359364
a18	0.11915569	0.061926495	0.38457263	0.11975728	0.1746701	0.13991794
a20	0.073444694	0.037262093	0.25353634	0.23819035	0.22823401	0.16933252
a38	0.031653058	0.023916064	0.059902813	0.35478592	0.29467422	0.23506795
a17	0.029481621	0.013008187	0.030636635	0.33379722	0.3236305	0.2694458
a31	0.013947124	0.006239595	0.032057505	0.2576992	0.34666833	0.34338823
a20	0.014392048	0.007383398	0.02991271	0.23206805	0.30879062	0.40745318
a41	0.014904674	0.009388548	0.043105673	0.18636733	0.39070478	0.35552895
a29	0.008054691	0.0036193535	0.024678454	0.20771524	0.3781013	0.377831
a11	0.008246958	0.0031209097	0.021913188	0.21415605	0.31212386	0.440439
a31	0.009768077	0.0039680656	0.018938733	0.22089036	0.26277643	0.48365834
a8	0.011304867	0.0031172982	0.01268717	0.16152646	0.28883657	0.5225277
a31	0.015664022	0.008412548	0.013765749	0.18097281	0.34734297	0.43384188
a1	0.038101453	0.00811753	0.017231146	0.16291644	0.34584722	0.42778623
a31	0.023173977	0.0061130673	0.022908842	0.3260704	0.16157116	0.4601626
a3	0.03247778	0.011637034	0.0143237915	0.3278369	0.17780234	0.4359222
a31	0.024647368	0.0061403355	0.012243997	0.24050228	0.28542936	0.43103662
a8	0.05335137	0.036991917	0.035200603	0.3698323	0.18730375	0.31732005
a23	0.033543453	0.0070246104	0.041724145	0.21229549	0.2761404	0.42927194
a31	0.11596644	0.049984578	0.0879481	0.34997556	0.15477446	0.24135089
a46	0.13449243	0.09884904	0.08769775	0.2724437	0.18943188	0.21708515
a37	0.06651401	0.014462539	0.055091664	0.24508215	0.20003954	0.41881013
a46	0.14412369	0.08683288	0.102315	0.25867817	0.2032	0.20485027
a24	0.07879512	0.037961226	0.13212462	0.32591602	0.20449206	0.22071089
a31	0.07753986	0.06252474	0.105917506	0.24378155	0.2250924	0.2851439
a46	0.15240096	0.09368221	0.0721381	0.19664767	0.23693018	0.24820088
a31	0.09100073	0.06288152	0.14310734	0.20414262	0.2778352	0.22103263
a8	0.22879641	0.1362762	0.09041512	0.22694698	0.15890895	0.15865637
a24	0.1723718	0.15142111	0.15903752	0.18625982	0.16714576	0.16376399
a8	0.12097875	0.11288873	0.11486707	0.15073864	0.2626757	0.23785113
a31	0.1916871	0.15139514	0.1459945	0.20131549	0.15547259	0.15413517
</S>	0.15225746	0.114970304	0.11017002	0.258705	0.186635	0.17726216
