 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.12103317	0.12106197	0.12103372	0.121086545	0.12437751	0.121200606	0.1326975	0.13750897
a21	0.033702545	0.028503759	0.081873775	0.17614508	0.26400557	0.018817766	0.12488159	0.27206993
a31	0.17131124	0.029828815	0.08920665	0.30206475	0.24338107	0.012282885	0.027889697	0.124034904
a21	0.14496878	0.06621321	0.11928119	0.20609641	0.3109092	0.034993175	0.05117632	0.066361755
a31	0.09465241	0.053687643	0.14293382	0.2792265	0.360571	0.004495017	0.019411111	0.045022562
a13	0.082511604	0.043087766	0.101211414	0.12953602	0.566901	0.031737216	0.0097044725	0.035310425
a35	0.040423248	0.10353694	0.17691796	0.19486059	0.44381192	0.00679811	0.013391738	0.020259472
a37	0.010121997	0.071866274	0.059638426	0.09392135	0.7231834	0.0071722916	0.018032335	0.016063873
a31	0.017717045	0.04210863	0.05227348	0.13274214	0.7244412	0.0036298581	0.009455664	0.017631996
a37	0.0037089863	0.010167465	0.008848971	0.055792123	0.8987804	0.002533158	0.00834555	0.011823358
a31	0.005300247	0.011054082	0.0079491	0.040372226	0.9131476	0.004817163	0.0028594036	0.014500083
a24	0.004812756	0.008789356	0.0050749253	0.01967886	0.900924	0.0065027038	0.007368806	0.046848554
a31	0.045619335	0.03413942	0.039970163	0.116045944	0.56019396	0.038081564	0.05705583	0.10889379
a13	0.093820274	0.10295639	0.09171023	0.10089774	0.102427	0.26829746	0.09278337	0.1471075
a31	0.10029915	0.12147639	0.09588796	0.1187054	0.15073767	0.10324263	0.10308387	0.2065669
a27	0.120360635	0.14601354	0.11706329	0.13799374	0.101078525	0.14177254	0.15827796	0.07743978
a31	0.14266144	0.16078757	0.13697298	0.15372488	0.12231728	0.12075895	0.09995135	0.06282553
a35	0.13564083	0.16727442	0.13164827	0.15654075	0.11317041	0.11002864	0.11185833	0.07383835
</S>	0.11901846	0.13179259	0.11790157	0.12649533	0.11433691	0.114131406	0.1651107	0.111212984
