 	ancora	non	mi	sono	vestito	</S>
a8	0.16443975	0.16418277	0.16417299	0.16791475	0.16548662	0.17380309
a31	0.38054878	0.2448107	0.19379497	0.08958458	0.008596688	0.082664244
a10	0.17179972	0.17323086	0.21974987	0.24521674	0.018871484	0.17113133
a31	0.1742355	0.44213998	0.20286994	0.060884714	0.047119305	0.07275062
a18	0.1232024	0.2996121	0.41892096	0.09592206	0.013866113	0.048476387
a31	0.14239588	0.35331362	0.3912729	0.06544323	0.0053137494	0.042260617
a20	0.091727115	0.2041245	0.63094544	0.040103145	0.006054018	0.02704569
a31	0.23808694	0.39180377	0.28108457	0.062467072	0.0039073355	0.022650408
a13	0.13877553	0.18606481	0.5531691	0.082119055	0.009319162	0.0305523
a35	0.06447099	0.20059568	0.6395221	0.07608337	0.004939963	0.014387963
a39	0.07045906	0.085519165	0.686935	0.13034384	0.009587372	0.017155487
a46	0.059746467	0.14394914	0.5910873	0.1607665	0.011930596	0.03252009
a31	0.15002944	0.16737466	0.31224445	0.23011115	0.0508407	0.08939962
a20	0.14754725	0.08526022	0.13509062	0.41742957	0.13959979	0.07507252
a31	0.24867584	0.13362896	0.2515013	0.27748832	0.04800673	0.04069882
a39	0.12864214	0.09706529	0.10108114	0.52282834	0.10920274	0.041180324
a31	0.2890577	0.16025224	0.125657	0.28637093	0.081743985	0.05691814
</S>	0.15448107	0.16055183	0.15177855	0.3506277	0.11511325	0.067447625
