 	questo	muro	vuole	uno	specchio	</S>
a31	0.17535529	0.15146054	0.14947048	0.15167585	0.17132312	0.20071478
a24	0.4165509	0.13874859	0.118312046	0.031376436	0.059191935	0.23582011
a31	0.3571005	0.2939825	0.1280307	0.011811927	0.032675005	0.17639944
a41	0.08535353	0.4237565	0.46868116	0.009774875	0.004086711	0.008347307
a39	0.08074196	0.24603091	0.63110334	0.017119918	0.008710442	0.016293429
a43	0.087295204	0.23647043	0.53331095	0.07883572	0.03264468	0.031443033
a24	0.49688455	0.1414256	0.15719451	0.04479592	0.05341085	0.10628853
a37	0.597303	0.15558988	0.13542695	0.023160772	0.026261494	0.062257983
a20	0.54917455	0.17414533	0.14706701	0.019281263	0.015041688	0.09529015
a41	0.32910562	0.2758645	0.2080175	0.032411434	0.0462498	0.10835118
a18	0.35791004	0.3136358	0.1396221	0.033844754	0.042365547	0.11262168
a31	0.4952061	0.24378434	0.083754845	0.019373467	0.019877426	0.13800389
a11	0.47903726	0.3425941	0.09605993	0.009460052	0.0038574461	0.068991244
a31	0.6390973	0.17485015	0.10090123	0.011848849	0.0093056895	0.063996755
a29	0.7063132	0.23648731	0.020878294	0.015323206	0.008399167	0.012598787
a7	0.44152552	0.3399342	0.13037129	0.018204158	0.020920258	0.04904437
a31	0.50678635	0.23055176	0.058508527	0.06824983	0.09296531	0.042938255
a37	0.23032315	0.17911425	0.11805654	0.19543321	0.17864423	0.098428614
a31	0.4833984	0.19248208	0.08771768	0.07460748	0.087000936	0.0747935
a20	0.098614715	0.14682277	0.1248782	0.24539423	0.2579536	0.12633643
</S>	0.15133019	0.19547355	0.16839345	0.15277737	0.1894888	0.14253667
