 	il	muro	vuole	uno	specchio	</S>
a46	0.1474269	0.14738157	0.14739248	0.1519534	0.21283332	0.19301228
a31	0.19355577	0.15722227	0.1897733	0.14281736	0.14176606	0.17486517
a24	0.17212409	0.33458003	0.18532749	0.09268082	0.0754858	0.13980184
a37	0.16864496	0.37116522	0.38787138	0.020957028	0.0344571	0.01690432
a18	0.19279924	0.33749893	0.27764213	0.070484	0.04418975	0.077386014
a20	0.11495268	0.06380386	0.3037876	0.30941397	0.15973029	0.048311625
a41	0.05975041	0.09043757	0.63786006	0.09418737	0.08310737	0.034657292
a31	0.0981969	0.13448827	0.4785133	0.08022211	0.14155103	0.06702847
a11	0.26085085	0.13341415	0.380682	0.064971074	0.074324824	0.085757054
a31	0.14715457	0.352636	0.16393587	0.12730014	0.09485412	0.11411928
</S>	0.22348744	0.32279754	0.09561553	0.19961974	0.07739889	0.081080824
