 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.11018941	0.110096805	0.11009059	0.110144354	0.11014537	0.11016974	0.111181475	0.1152981	0.11268412
a46	0.0029314328	0.035205208	0.11278891	0.040749874	0.109353915	0.1630074	0.19563384	0.13992482	0.20040457
a31	0.02234949	0.21276937	0.11749463	0.017175468	0.068668485	0.103182055	0.16373296	0.1659183	0.12870921
a27	0.011389523	0.02527869	0.06823261	0.026324213	0.21827565	0.2247888	0.1568171	0.17575529	0.0931381
a41	0.0054399865	0.017254867	0.1384905	0.19267474	0.1393336	0.11132368	0.10827942	0.1558523	0.13135093
a1	0.004375319	0.008689336	0.08761752	0.1693215	0.14155863	0.118621215	0.13334131	0.18893032	0.14754477
a21	0.012994237	0.009544659	0.09455424	0.056204367	0.10003124	0.17547694	0.16665651	0.20422792	0.18030989
a31	0.00592937	0.006311392	0.027877925	0.021288063	0.065412715	0.11977388	0.25776958	0.290309	0.205328
a13	0.012151539	0.005971761	0.028684773	0.008658254	0.032196492	0.12645568	0.30680278	0.39880636	0.08027235
a31	0.0015171453	0.0013717525	0.016230732	0.020528004	0.05483579	0.088737175	0.3294711	0.38830125	0.09900697
a41	0.03331573	0.0048071793	0.02626867	0.022507425	0.034999434	0.07919981	0.31943765	0.39054894	0.088915154
a35	0.009866278	0.0044852314	0.02604462	0.034299985	0.050307192	0.08382209	0.41518262	0.31310436	0.06288766
a31	0.041716482	0.023529472	0.04673967	0.048769504	0.061177287	0.04605073	0.25004432	0.338261	0.14371149
a14	0.046388984	0.022287894	0.03795963	0.03431676	0.049427778	0.05648932	0.16805434	0.49920467	0.0858707
a28	0.043494765	0.014361886	0.050920337	0.071122125	0.11505779	0.07237129	0.13350497	0.29351923	0.20564757
a31	0.08199692	0.045818668	0.08785482	0.12871435	0.08982022	0.052444536	0.0644762	0.23231708	0.2165572
a0	0.114652894	0.07121366	0.056462437	0.05320603	0.10828962	0.10345555	0.082387365	0.21632561	0.19400685
a31	0.06429063	0.05172085	0.06764167	0.10106314	0.06975621	0.057939008	0.08525811	0.24334255	0.25898778
a46	0.13504462	0.092485525	0.07755735	0.07478173	0.13360609	0.11991147	0.09552842	0.14257646	0.1285083
a17	0.08883797	0.08455829	0.08836944	0.10034064	0.09137325	0.08728714	0.09753012	0.1679586	0.19374454
</S>	0.13385792	0.10843479	0.09750105	0.095931664	0.09845044	0.109609485	0.109993495	0.13883322	0.107387885
