 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.058751058	0.058732137	0.05874635	0.058718164	0.05879831	0.062560305	0.4456713	0.19802241
a31	0.49302468	0.2391893	0.018301345	0.08896328	0.11140728	0.028504474	0.008159665	0.012449918
a14	0.60471684	0.071137376	0.015362654	0.049740233	0.04246052	0.11615399	0.011162844	0.08926549
a37	0.27467385	0.18275298	0.017836083	0.08889798	0.31962192	0.07945561	0.0020477152	0.03471382
a10	0.18487616	0.14263698	0.020478912	0.06380311	0.31977886	0.21735243	0.0039773616	0.047096185
a31	0.3980477	0.12105448	0.015439596	0.1964773	0.08390067	0.08891974	0.008804308	0.08735629
a28	0.26185775	0.17036596	0.027423209	0.1053001	0.26020747	0.10263768	0.0027446747	0.06946313
a31	0.36760765	0.18026061	0.031419855	0.20371082	0.08274884	0.06353572	0.0029572926	0.06775923
a42	0.2699886	0.20522642	0.062180776	0.3032413	0.08746386	0.025454458	0.0035753173	0.042869274
a23	0.024924962	0.018715164	0.009528587	0.008591658	0.022554584	0.08518146	0.05858386	0.7719198
a8	0.054265596	0.025115224	0.008197098	0.02569093	0.02709056	0.02802588	0.06527562	0.7663391
</S>	0.03487576	0.024802173	0.014966852	0.028299697	0.04034753	0.10224312	0.08302601	0.6714389
