 	voglio	che	Maria	che	venga	domani	</S>
a8	0.12341531	0.12349405	0.12349311	0.123461	0.1243108	0.14969061	0.23213509
a31	0.13692065	0.18864106	0.14338198	0.096503116	0.0204292	0.07839989	0.33572412
a8	0.017168976	0.051575754	0.0434466	0.1904144	0.17099719	0.08596248	0.4404346
a31	0.2032296	0.2908084	0.19184525	0.1635925	0.03524024	0.025574334	0.08970967
a24	0.10050233	0.18563244	0.23737869	0.27461907	0.02865514	0.029759562	0.14345273
a31	0.017335221	0.035061833	0.070182145	0.4660995	0.046234913	0.033928163	0.33115825
a46	0.06092849	0.07203102	0.1067629	0.35189945	0.16010498	0.078456216	0.16981696
a31	0.041590486	0.032088876	0.017888125	0.11585459	0.03872858	0.020081658	0.7337677
a29	0.17014459	0.047114242	0.026634065	0.06630445	0.051723287	0.06763752	0.57044184
a20	0.12766144	0.09831701	0.027618023	0.15943542	0.10217581	0.051496606	0.4332957
a0	0.20184365	0.08964691	0.037547905	0.1137502	0.06596672	0.087141134	0.4041035
a31	0.15471199	0.095036015	0.032754738	0.15425822	0.14666882	0.10580871	0.31076142
a23	0.0318682	0.028748458	0.03144021	0.09019585	0.06834845	0.028741	0.72065777
a31	0.19823326	0.07140556	0.043766994	0.17258331	0.16459435	0.12714587	0.22227062
a18	0.07685797	0.07857502	0.08314932	0.20279108	0.17454152	0.07251107	0.31157398
a37	0.12355139	0.09837466	0.09461969	0.17948788	0.08836754	0.1602304	0.25536844
a31	0.14492486	0.16102122	0.16027725	0.1414661	0.07955272	0.13647991	0.17627795
a20	0.15529814	0.1699374	0.1707292	0.14615369	0.11229083	0.15181309	0.093777694
a31	0.17860574	0.19162008	0.1866718	0.17158873	0.06851085	0.0859571	0.11704567
</S>	0.17807879	0.1955134	0.19518179	0.15535863	0.07197981	0.13146102	0.072426565
