 	non	ci	dimentichiamo	mai	</S>
a31	0.18455265	0.18894866	0.18537366	0.25553432	0.18559074
a20	0.21748455	0.023803167	0.022513444	0.2003955	0.5358034
a31	0.6710233	0.0061814114	0.0029324945	0.0868535	0.2330093
a11	0.96086246	0.0020524464	0.0002837952	0.019890415	0.01691092
a20	0.83982056	0.0317089	0.0032549172	0.049273983	0.07594162
a31	0.76593834	0.022313988	0.0045246184	0.07600174	0.13122138
a11	0.84759355	0.01573962	0.0039615342	0.033697866	0.09900736
a31	0.8028327	0.07433805	0.0063845147	0.055227116	0.061217558
a18	0.8110043	0.043229092	0.010613411	0.03690913	0.09824405
a42	0.81216204	0.09402962	0.006195581	0.047132824	0.040479895
a31	0.57089704	0.2137258	0.031577848	0.06207101	0.12172829
a18	0.7366153	0.16174379	0.04522295	0.022171253	0.0342467
a31	0.92086405	0.025043193	0.011646085	0.018834721	0.023611905
a39	0.77446043	0.13330226	0.035978798	0.032760944	0.023497526
a31	0.9212096	0.033044335	0.011846486	0.016213961	0.017685657
a20	0.76760465	0.14001095	0.03496955	0.03768105	0.019733736
a39	0.9256102	0.033280272	0.014213602	0.0147134205	0.012182415
a31	0.8546666	0.065504625	0.024865828	0.031052688	0.023910293
a14	0.550586	0.20904265	0.08141613	0.10912874	0.049826544
a46	0.4957418	0.22166581	0.09560423	0.11233734	0.07465079
a20	0.2083059	0.24000278	0.13796644	0.2774016	0.1363233
a31	0.2023377	0.3341084	0.117988326	0.23859568	0.106969945
</S>	0.22260615	0.3045278	0.122599564	0.23940165	0.110864736
