 	non	sapeva	dove	a	stare	</S>
a20	0.06179826	0.16091985	0.124045625	0.21554707	0.2470415	0.19064765
a31	0.10711089	0.120961264	0.1516277	0.17714219	0.19737177	0.24578613
a37	0.29780164	0.086287245	0.103043005	0.24463783	0.21847467	0.049755648
a38	0.121970214	0.06658569	0.15619987	0.43038434	0.18161374	0.043246217
a31	0.26587787	0.09019229	0.18400489	0.24186459	0.19739382	0.02066662
a41	0.33770767	0.026128322	0.03651484	0.14038093	0.4149205	0.04434769
a10	0.14261192	0.036832247	0.034901623	0.2569789	0.2929026	0.23577271
a20	0.03587607	0.12171148	0.08358283	0.3191987	0.36018392	0.079447016
a9	0.041047145	0.014390954	0.018277744	0.31661698	0.5301512	0.07951594
</S>	0.03642179	0.043994837	0.033719428	0.13706781	0.6944271	0.05436908
