 	sicuramente	stanno	ancora	svegli	</S>
a17	0.27756515	0.15504393	0.15727551	0.24085158	0.16926385
a24	0.06770722	0.13179164	0.2927641	0.21067725	0.2970598
a28	0.32361224	0.44282895	0.0449078	0.10706742	0.08158359
a37	0.50591654	0.2019026	0.11488492	0.091805585	0.08549038
a18	0.2544596	0.11576192	0.41953847	0.060130615	0.15010938
a39	0.07443462	0.059702206	0.38207272	0.09283689	0.39095366
a31	0.05062969	0.04615467	0.2702819	0.11518946	0.5177443
a39	0.071131565	0.043364204	0.2890175	0.10700444	0.48948225
a31	0.05333814	0.021559272	0.34851766	0.114249006	0.4623359
a46	0.052790824	0.02971678	0.35890773	0.109381564	0.44920304
a31	0.0122254975	0.01846267	0.36538836	0.16439007	0.43953344
a18	0.07804057	0.033952516	0.45514593	0.06753877	0.3653222
a31	0.025714276	0.03329332	0.35487697	0.11896738	0.46714798
a39	0.17759334	0.07596122	0.36576337	0.061949726	0.3187324
a31	0.047436822	0.05322981	0.37612966	0.12741143	0.39579234
a41	0.4365211	0.11424378	0.17921783	0.06620115	0.20381607
a39	0.10859721	0.098336	0.34453467	0.12121429	0.32731783
a28	0.32798472	0.1365845	0.20028412	0.0999391	0.23520759
a20	0.3232846	0.13950391	0.20091636	0.10563242	0.23066267
a31	0.37899452	0.124150895	0.14691313	0.17492227	0.1750192
a39	0.41158336	0.13477378	0.12696688	0.14998782	0.17668813
a35	0.32020992	0.14804062	0.17977667	0.13096449	0.22100833
a31	0.48394546	0.10982311	0.11866775	0.11395965	0.17360406
a11	0.4590931	0.11147169	0.10639796	0.16667078	0.15636644
a18	0.3243658	0.15751484	0.18169402	0.1396101	0.19681527
a24	0.34838668	0.14543751	0.15137619	0.16786563	0.18693392
a31	0.31595036	0.15130046	0.18380806	0.13038716	0.21855392
a18	0.3657857	0.10538868	0.12792598	0.21864003	0.18225959
a31	0.21340579	0.18242538	0.21981847	0.13178691	0.25256342
a18	0.33742335	0.12139409	0.12199825	0.2562579	0.16292633
a15	0.38047543	0.15824398	0.1587578	0.13062967	0.1718931
a8	0.3526526	0.13876654	0.1410085	0.21564145	0.15193087
a39	0.2825595	0.16628847	0.16402684	0.2191254	0.16799979
a31	0.26465222	0.1024081	0.15929116	0.253506	0.22014248
</S>	0.39163134	0.12693483	0.1268143	0.19254552	0.16207403
