 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.11327308	0.11328197	0.11337655	0.11473323	0.13876335	0.18901971	0.21755205
a24	0.06845463	0.023974141	0.055831052	0.07794269	0.21571238	0.18087997	0.3772051
a31	0.41608813	0.2715391	0.1460758	0.05241057	0.027489755	0.016317874	0.07007874
a0	0.17315343	0.34376755	0.43486854	0.018362736	0.009636818	0.006956055	0.013254822
a31	0.040821265	0.04156006	0.71004206	0.10653265	0.066929474	0.018483384	0.01563115
a17	0.09523328	0.027216543	0.5954234	0.13382883	0.07008324	0.028415522	0.049799316
a13	0.053930353	0.052084915	0.7051184	0.06244647	0.053192183	0.030787367	0.04244031
a31	0.032780644	0.028896218	0.7086126	0.08826546	0.04142043	0.04582752	0.054197103
a20	0.05601114	0.03496064	0.2063735	0.07933286	0.13347585	0.18209319	0.30775285
a31	0.07326189	0.070907824	0.4967923	0.05591568	0.08445669	0.09335613	0.12530953
a23	0.038051713	0.04724634	0.12685217	0.22743268	0.11808012	0.23463614	0.20770083
a8	0.030351404	0.041957214	0.1097479	0.10810295	0.21305226	0.28878853	0.20799975
a20	0.021943169	0.024023378	0.058504295	0.10931	0.20065956	0.34987086	0.23568876
a31	0.052748773	0.07495316	0.055233024	0.23823228	0.34905016	0.13101564	0.09876694
</S>	0.08655787	0.13875857	0.09514554	0.22411972	0.230328	0.14749558	0.077594645
