 	il	muro	vuole	uno	specchio	</S>
a23	0.1474269	0.14738157	0.14739248	0.1519534	0.21283332	0.19301228
a20	0.14489457	0.10249189	0.19657531	0.18970054	0.1881235	0.17821418
a31	0.18486162	0.33594516	0.19023703	0.08312175	0.07557807	0.13025638
a24	0.16456418	0.2862839	0.44927347	0.026931753	0.03800319	0.034943536
a31	0.21688728	0.4551487	0.2633189	0.01827916	0.015025004	0.031340998
a13	0.19223177	0.4019991	0.35689566	0.010541776	0.012552423	0.025779294
a39	0.054797586	0.08873304	0.5896347	0.14152323	0.09466937	0.030642064
a20	0.087547615	0.105991095	0.46756575	0.09959665	0.16837317	0.07092572
a31	0.084118545	0.08578341	0.37480053	0.09188235	0.24973719	0.11367792
a24	0.17203537	0.09265182	0.3871003	0.103063665	0.1304652	0.11468355
a8	0.05041774	0.20781222	0.17446387	0.21483438	0.2622049	0.09026692
a31	0.08600553	0.061590746	0.13921867	0.15139163	0.36140713	0.20038633
a20	0.089664534	0.09633011	0.13790648	0.20759287	0.23727557	0.2312304
a31	0.15688121	0.21183415	0.15096383	0.1050248	0.24104661	0.13424942
a29	0.088019475	0.11106164	0.1505947	0.2789296	0.22218898	0.14920558
a31	0.109615065	0.12484518	0.09830863	0.14781524	0.33934766	0.18006827
a8	0.054870486	0.09723217	0.11361289	0.44017184	0.18480402	0.10930864
a20	0.088063285	0.06841323	0.06587714	0.24179482	0.33299738	0.20285414
</S>	0.07497606	0.106261835	0.09041162	0.39624852	0.19611983	0.13598222
