 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.110393986	0.110953555	0.1102038	0.11034381	0.11015286	0.11012867	0.11038515	0.11118158	0.116256595
a24	0.023662856	0.008041298	0.0325602	0.155561	0.08628777	0.016940959	0.027758144	0.25568408	0.39350364
a31	0.11845271	0.03128015	0.09162348	0.26780406	0.028760761	0.002882642	0.006698933	0.17902157	0.2734757
a20	0.12999073	0.019009488	0.038155574	0.3070228	0.12650111	0.003097637	0.009459936	0.09544191	0.2713208
a0	0.07206886	0.020747043	0.058246877	0.09114213	0.12112112	0.00177251	0.007862921	0.20807114	0.41896737
a31	0.070723854	0.022947146	0.045936044	0.13876891	0.13725741	0.0026623395	0.0060834596	0.16797082	0.40765
a20	0.14454421	0.025320927	0.047063645	0.14191794	0.14422445	0.0072028893	0.021881893	0.14155492	0.3262891
a11	0.11597026	0.03805825	0.095170565	0.092966124	0.12468155	0.00894143	0.012667774	0.033334218	0.47820985
a20	0.08129567	0.04567135	0.090670586	0.09598009	0.16262858	0.004543618	0.007884792	0.036952842	0.47437245
a39	0.11722793	0.03286158	0.07078594	0.070051625	0.05509962	0.0050168163	0.0070039695	0.03499063	0.6069619
a10	0.056193892	0.028796107	0.06925263	0.059924386	0.08188592	0.0056196316	0.008923008	0.03631288	0.65309155
a31	0.479723	0.04194573	0.083044685	0.042784296	0.03231261	0.009744518	0.010034261	0.0868274	0.21358348
a20	0.33746335	0.046890438	0.033645783	0.07359604	0.06835181	0.021087233	0.016482158	0.030660894	0.37182233
a31	0.3694711	0.086357296	0.06266915	0.07697393	0.08232474	0.03742542	0.016499976	0.023417816	0.2448605
a11	0.22411284	0.22585705	0.17579642	0.11766275	0.081782654	0.034050494	0.024994344	0.033245172	0.08249825
a20	0.19706066	0.1302085	0.12926936	0.17615375	0.14102106	0.036920056	0.037121806	0.04653003	0.10571478
a39	0.13751718	0.16528767	0.14322081	0.20639521	0.12349656	0.057171162	0.052296	0.05416541	0.06045
a20	0.1159231	0.14778961	0.09609277	0.21925285	0.12278326	0.077651165	0.06796781	0.07160589	0.08093361
a31	0.09923807	0.17410421	0.08105869	0.23115973	0.13277121	0.08526174	0.053299777	0.06507357	0.07803299
a46	0.13398866	0.17530955	0.16784942	0.17093343	0.13702649	0.06858661	0.04408527	0.051022194	0.05119841
a31	0.11265477	0.12355029	0.104581654	0.14905442	0.111278445	0.097152725	0.096084766	0.09760398	0.10803892
</S>	0.16431805	0.25682485	0.1277605	0.12687396	0.08097806	0.05141501	0.054699264	0.08880282	0.04832747
