 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.09940082	0.10339852	0.10011105	0.10560081	0.108082294	0.15089662	0.12034604	0.100386396	0.11177742
a31	0.41240272	0.05685777	0.15975855	0.0039386526	0.056387216	0.030801693	0.03505941	0.1471762	0.09761777
a37	0.31984794	0.09332272	0.10500982	0.0041492	0.06722345	0.048178665	0.079667345	0.1789914	0.10360944
a20	0.17631994	0.064337045	0.35451797	0.017199432	0.08911571	0.06818903	0.06046484	0.09869436	0.071161665
a28	0.23729655	0.08685035	0.27344304	0.025322886	0.12519369	0.033715118	0.039596144	0.12130828	0.05727389
a37	0.19985579	0.043713264	0.15110672	0.010855176	0.18399277	0.05820974	0.054591306	0.21118845	0.08648674
a18	0.09810552	0.08967708	0.16706279	0.008048569	0.14389491	0.12929164	0.17419104	0.103706576	0.08602186
a31	0.11180661	0.12661788	0.13297334	0.0047980994	0.09625162	0.11856892	0.17571516	0.0992955	0.13397293
a0	0.11560204	0.100198954	0.14097899	0.001094944	0.0584331	0.10243118	0.23865357	0.10324016	0.13936709
a13	0.028314067	0.06478626	0.023299808	0.0001395614	0.06448953	0.20997426	0.2000023	0.16835916	0.24063507
a31	0.022358458	0.14202891	0.026384015	0.0002563975	0.10452141	0.17126434	0.19256912	0.17721397	0.1634034
a41	0.023683786	0.16975704	0.036108553	0.00031309327	0.10093107	0.17203408	0.20511065	0.15662555	0.13543622
a24	0.013824316	0.13349609	0.019485	0.00059557165	0.1127827	0.22161467	0.21199195	0.15370014	0.13250956
a37	0.006734825	0.102858715	0.009950468	0.0006945555	0.0905262	0.2642375	0.23483121	0.15430827	0.13585827
a31	0.008711562	0.04117504	0.0063703107	0.0008374454	0.07711372	0.3623529	0.27689648	0.112534896	0.11400774
a28	0.025634844	0.08905427	0.007537092	0.0028985618	0.09631009	0.42919612	0.19271636	0.08122143	0.075431205
a11	0.0057877474	0.020611728	0.0047039473	0.00078489265	0.06567389	0.4717445	0.21152449	0.09139667	0.12777205
a39	0.010634568	0.017125184	0.0060805054	0.0063659945	0.06296538	0.5970902	0.10338456	0.061346203	0.13500744
a46	0.013537707	0.03699184	0.006971657	0.010802438	0.08469682	0.5822666	0.06609068	0.05383543	0.14480674
a49	0.016341362	0.013457666	0.0089032855	0.011138384	0.09697766	0.490277	0.10144053	0.033278547	0.22818549
a31	0.046293374	0.054419562	0.03266353	0.06945351	0.13393961	0.39911866	0.060624614	0.04209047	0.16139655
a33	0.066310555	0.16715276	0.1086399	0.16815622	0.07629888	0.09386125	0.0837063	0.09626152	0.13961257
</S>	0.080751866	0.09739361	0.08058803	0.14588355	0.08789801	0.13563628	0.08847286	0.089728326	0.19364746
