 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.08261158	0.082615495	0.08272726	0.08533423	0.08267855	0.08276009	0.08345673	0.09478716	0.17296757	0.15006132
a20	0.05214083	0.029521167	0.10376551	0.042259496	0.27515614	0.15086141	0.1325384	0.062128324	0.015999135	0.13562961
a31	0.16796996	0.13168971	0.09789012	0.12321855	0.21647625	0.18227486	0.046770263	0.0071250093	0.003262448	0.023322765
a29	0.09944056	0.090706825	0.0557999	0.089229316	0.2062912	0.29693764	0.11113183	0.0072975364	0.0036354815	0.039529752
a15	0.094686724	0.08501421	0.11888227	0.14707915	0.19303492	0.27262878	0.05742377	0.006418219	0.0020956716	0.022736281
a31	0.08170351	0.0801097	0.17563452	0.072563894	0.21292312	0.25074506	0.075970456	0.010411153	0.0025340465	0.03740456
a18	0.03950128	0.060147267	0.31633326	0.040253635	0.19250503	0.15258086	0.15277213	0.014285897	0.005611179	0.026009412
a46	0.021836016	0.0391434	0.15254723	0.085440546	0.2126654	0.16915649	0.16274874	0.047581423	0.0047187414	0.10416197
a31	0.013962878	0.027374342	0.25513694	0.05340607	0.28668422	0.1556593	0.10390716	0.01251174	0.002796094	0.08856124
a37	0.0043156976	0.013261277	0.16043156	0.067029804	0.19534141	0.20250526	0.23432356	0.035226006	0.009190881	0.07837458
a31	0.014061092	0.022515826	0.040106177	0.1695806	0.42702457	0.13870603	0.053730678	0.021198682	0.0064917067	0.10658467
a41	0.0043692105	0.006191462	0.051894788	0.16053452	0.4045035	0.2575908	0.029054873	0.018435007	0.0075181564	0.059907727
a31	0.009417404	0.012657381	0.030468214	0.22410351	0.5051375	0.11074997	0.016771665	0.013293857	0.0059959134	0.07140456
a3	0.008627489	0.007508771	0.031905092	0.19107634	0.5174142	0.11411989	0.0095801465	0.021055521	0.009107444	0.089605086
a31	0.018887658	0.028127791	0.060263637	0.16826577	0.41714278	0.14681818	0.019160302	0.023155507	0.01960179	0.09857653
a23	0.051477008	0.05834656	0.08170351	0.17162438	0.11100616	0.03740579	0.034559723	0.070973165	0.056825344	0.3260784
a29	0.025525745	0.032613266	0.0654675	0.07637226	0.18965659	0.14048696	0.06378979	0.12732698	0.14834322	0.13041767
a46	0.052334044	0.06486329	0.055196878	0.097171694	0.07275164	0.061480798	0.049250904	0.14710897	0.19440347	0.20543833
a23	0.033767436	0.03487395	0.042372465	0.063587256	0.049232975	0.04710229	0.06940653	0.22107288	0.28478143	0.1538028
</S>	0.047084242	0.04788877	0.061761018	0.11741932	0.052557334	0.05010119	0.056922838	0.1506012	0.18152465	0.23413952
