 	forse	stanno	ancora	svegli	</S>
a31	0.1995679	0.19940186	0.19945784	0.19980206	0.20177035
a10	0.34057355	0.24202318	0.10585897	0.06650078	0.24504353
a20	0.28538236	0.17772232	0.049488608	0.29005823	0.19734846
a31	0.3405112	0.15020664	0.062248047	0.10096439	0.34606966
a18	0.12643303	0.7160176	0.07243091	0.03688001	0.048238505
a31	0.6054722	0.20370743	0.05422812	0.035459552	0.1011327
a35	0.31458333	0.4410075	0.06193358	0.076913625	0.10556203
a31	0.8570781	0.11246861	0.014837643	0.0049222824	0.01069332
a10	0.93331176	0.019911522	0.0108915055	0.0067062364	0.029178875
a20	0.88327265	0.06471879	0.024473311	0.004632157	0.02290308
a29	0.88260084	0.06381187	0.03107491	0.0063654673	0.016146947
a20	0.7972125	0.052343886	0.073188275	0.015838824	0.061416414
a31	0.45818532	0.1744261	0.11346346	0.06596166	0.1879635
a28	0.57456285	0.16664606	0.08467289	0.10282609	0.07129209
a8	0.20400384	0.25700095	0.17350751	0.1663874	0.1991003
a21	0.20170937	0.22430265	0.19181393	0.19148582	0.19068821
</S>	0.21203232	0.21253228	0.16757059	0.23321137	0.17465338
