 	prima	di	andare	alla	scuola	</S>
a7	0.081339546	0.17911293	0.23152564	0.11954646	0.111152075	0.27732337
a11	0.005673686	0.016278805	0.42280656	0.16693844	0.021102468	0.3672001
a43	0.018322345	0.08815453	0.3436081	0.38320178	0.092780225	0.07393304
a20	0.05871899	0.1388182	0.15024343	0.19292499	0.3181395	0.14115486
a31	0.09105567	0.1012089	0.17739186	0.46685702	0.08521763	0.078268915
a20	0.056911405	0.18639877	0.18313962	0.26437062	0.24471046	0.06446912
a31	0.13237493	0.17258912	0.32795757	0.17949745	0.07429632	0.11328454
a20	0.17948335	0.16829497	0.1442149	0.06692371	0.3226544	0.11842863
a31	0.18628381	0.21647798	0.1784969	0.075740516	0.1777675	0.16523334
a20	0.21458432	0.21990964	0.07849888	0.0630305	0.301024	0.122952685
a31	0.20786387	0.27473694	0.10536166	0.08047957	0.17452142	0.15703656
</S>	0.17456597	0.2336309	0.108696714	0.10463706	0.25037643	0.12809294
