 	lo	ho	finito	di	fare	</S>
a8	0.14365973	0.14270368	0.14650959	0.1548938	0.16647056	0.24576263
a31	0.36015698	0.23035964	0.053413123	0.06453744	0.1301509	0.16138193
a20	0.23931164	0.10961786	0.103754774	0.17435604	0.18371232	0.18924741
a24	0.20000196	0.22826062	0.14844309	0.058365833	0.2250802	0.13984828
a18	0.36088485	0.33268344	0.08766707	0.06048146	0.08175247	0.07653072
a31	0.17428547	0.100428	0.1514133	0.1823417	0.29143322	0.10009831
a20	0.07215958	0.10136258	0.25318304	0.23870194	0.27023813	0.06435471
a10	0.053608023	0.09519393	0.25275627	0.1717329	0.23481871	0.19189018
a20	0.04563799	0.036429252	0.18716073	0.10428747	0.41685146	0.20963308
a7	0.043922458	0.043835938	0.3098201	0.12978972	0.34428132	0.12835048
a31	0.04228541	0.04641741	0.27001557	0.0999782	0.34737805	0.19392537
a20	0.07771773	0.035883367	0.17435403	0.11221865	0.23781586	0.36201036
a18	0.08069073	0.08475739	0.23893711	0.14899276	0.14503556	0.30158645
a24	0.09530695	0.06132994	0.2647656	0.14661233	0.17149298	0.2604922
a46	0.12579542	0.042411346	0.24057196	0.2827973	0.17389372	0.1345302
a31	0.20240003	0.047152903	0.14635205	0.28905633	0.15824866	0.15678996
a33	0.101578906	0.07003249	0.14940394	0.36806798	0.16636863	0.14454798
a8	0.08644027	0.08621246	0.23756273	0.30265516	0.1423628	0.14476652
</S>	0.1266871	0.13087562	0.16345769	0.21158226	0.20355648	0.16384088
