 	le	melanzane	vogliono	girate	</S>
a31	0.19950974	0.19659398	0.20035662	0.19620799	0.20733167
a35	0.089393534	0.031995162	0.06493445	0.19428673	0.6193901
a41	0.14286835	0.062567666	0.22272392	0.44667423	0.12516582
a10	0.062226966	0.042376816	0.09282434	0.20330848	0.5992634
a18	0.052059058	0.028569585	0.06601984	0.11887175	0.7344798
a35	0.07949961	0.031415287	0.029679595	0.09590838	0.7634971
a31	0.045118045	0.030125018	0.032607384	0.059516788	0.8326328
a34	0.018863454	0.00638467	0.024698649	0.031847976	0.9182052
a8	0.029367287	0.0067104916	0.05299311	0.06730296	0.8436262
a31	0.04498465	0.04109043	0.102686144	0.17152022	0.63971853
a8	0.02169859	0.0070999563	0.015989352	0.028372213	0.9268399
</S>	0.04631461	0.029193286	0.05861484	0.15893684	0.7069404
