 	lo	posso	finire	di	scrivere	</S>
a20	0.14822383	0.13115683	0.13063394	0.28401828	0.15621029	0.14975679
a31	0.706278	0.03091606	0.0077963197	0.012275618	0.07579998	0.16693407
a39	0.94636834	0.020197354	0.008843431	0.0073835957	0.011308742	0.0058985897
a24	0.7174329	0.033107553	0.047647253	0.13170137	0.0076543614	0.062456533
a18	0.83125836	0.021689173	0.036557302	0.05849888	0.012124724	0.039871633
a24	0.8078817	0.08202686	0.020892847	0.037009127	0.035057604	0.017131863
a31	0.45607367	0.02561195	0.08453544	0.19961117	0.20356126	0.030606514
a20	0.5594857	0.03748916	0.07993112	0.04776387	0.19636947	0.078960754
a31	0.30302605	0.0536966	0.29667085	0.13447247	0.14784025	0.06429376
a1	0.5101758	0.038428552	0.17584388	0.11813605	0.11449505	0.04292063
a31	0.42460686	0.030618327	0.2017476	0.11537159	0.10829263	0.11936299
</S>	0.03997133	0.06875041	0.2233508	0.20344235	0.3126024	0.15188277
