 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.031818714	0.032407664	0.20239511	0.15384632	0.11131178	0.10704798	0.21922296	0.045442753	0.09650673
a28	0.07312667	0.01441408	0.10436658	0.14958824	0.074585974	0.11000462	0.05714597	0.32513052	0.09163739
a37	0.08750164	0.014227969	0.16049255	0.12770124	0.070583135	0.15472141	0.041475695	0.31573737	0.027559012
a20	0.11998684	0.004665365	0.25299144	0.14326966	0.08136846	0.09385985	0.04291782	0.20897764	0.0519629
a37	0.1285632	0.0074437833	0.2615298	0.22440752	0.12263243	0.075213976	0.06280813	0.07720588	0.04019527
a24	0.07546555	0.0031619703	0.3497648	0.25683522	0.14603572	0.046815466	0.045498267	0.05115732	0.0252656
a21	0.014354238	0.0008901491	0.5630062	0.053062767	0.09567885	0.11296013	0.03215338	0.070870735	0.057023562
a28	0.0060554943	0.00042941642	0.4146062	0.14342219	0.17710312	0.11557449	0.0176358	0.041412063	0.083761215
a24	0.004896007	0.00024294104	0.6292932	0.13499787	0.111366056	0.040731303	0.010252845	0.041254144	0.026965568
a31	0.008091465	0.001467181	0.4328176	0.1283066	0.13048965	0.053410668	0.012369366	0.17331377	0.059733737
a20	0.0020454293	0.0051514246	0.18996283	0.18372183	0.4323885	0.06910576	0.032213256	0.050288115	0.035122804
a24	0.004353587	0.004759458	0.3870715	0.2804026	0.12218528	0.067006506	0.029261552	0.05987937	0.045080245
a20	0.008320659	0.018556409	0.16114002	0.56434524	0.057606936	0.040366866	0.054318566	0.053155713	0.04218965
a33	0.023172475	0.04028846	0.1447916	0.3141882	0.14710984	0.093781374	0.14698918	0.039406404	0.050272446
a20	0.023837246	0.068074174	0.1775001	0.3334687	0.12431606	0.060321372	0.12268143	0.03234096	0.05745998
a31	0.06453224	0.07083054	0.18775538	0.13266861	0.101073064	0.09620244	0.17738076	0.07049004	0.09906695
a3	0.073175415	0.07742586	0.18071711	0.12284354	0.0932898	0.0900003	0.19498868	0.075755246	0.091804035
a20	0.08260285	0.08708181	0.20334594	0.13803561	0.098636955	0.083973594	0.13869803	0.08314801	0.08447731
</S>	0.08901183	0.09016028	0.12982664	0.10402933	0.095625825	0.09460928	0.21160312	0.089858055	0.095275685
