 	io	non	ho	cosa	da	mangiare	</S>
a31	0.1307528	0.13096106	0.1306488	0.13061282	0.13140413	0.141049	0.20457134
a37	0.31264827	0.2301935	0.07338624	0.0641816	0.029988116	0.09009996	0.19950227
a31	0.47047558	0.3433977	0.098463215	0.052725032	0.00807417	0.010535274	0.016329037
a18	0.24400689	0.3453764	0.21277982	0.1771096	0.007276224	0.008101649	0.0053493017
a31	0.5029757	0.22442101	0.14325237	0.06973461	0.0036667034	0.023568215	0.032381337
a11	0.19676009	0.20744193	0.27476645	0.28120455	0.017221337	0.012356182	0.0102494145
a37	0.31904036	0.16982242	0.1967774	0.13666515	0.01121194	0.07293718	0.09354552
a15	0.15842395	0.10597688	0.241043	0.34740525	0.017153224	0.0737878	0.056209885
a39	0.18373309	0.12667671	0.2615519	0.26902592	0.023157453	0.055622153	0.080232754
a31	0.19453682	0.09390282	0.14623547	0.31561074	0.03217987	0.080135755	0.13739853
a39	0.20243847	0.066876814	0.07610638	0.11338897	0.06361629	0.19746464	0.28010848
a20	0.14199913	0.058727115	0.11526893	0.38275987	0.10366763	0.069867544	0.1277098
a24	0.2385665	0.09067718	0.116614446	0.20372579	0.09247304	0.109844856	0.14809813
a31	0.18107256	0.20339167	0.16227463	0.10944159	0.15135707	0.10955784	0.08290463
a46	0.12823686	0.113510974	0.10965667	0.11254653	0.3099704	0.11251906	0.113559484
a31	0.14809442	0.16300793	0.12948075	0.078017235	0.13370654	0.16689251	0.18080056
a3	0.16449276	0.1692802	0.15681776	0.1243397	0.11710775	0.14470226	0.12325955
a31	0.18424869	0.19488592	0.17636658	0.12541512	0.09766877	0.08393566	0.1374792
</S>	0.18469064	0.19081841	0.17344137	0.12780122	0.080637425	0.14725731	0.0953536
