 	mia	figlia	vuole	andare	</S>
a46	0.16596496	0.16386318	0.17486303	0.17907235	0.3162365
a31	0.29797006	0.2857607	0.14791714	0.093198545	0.17515355
a7	0.49351013	0.20902035	0.09825715	0.12241912	0.076793276
a20	0.17233711	0.16460758	0.14080262	0.36362082	0.1586318
a31	0.3428766	0.20360081	0.091578156	0.22232233	0.13962206
a46	0.31549713	0.20564143	0.097637855	0.17662282	0.20460074
a31	0.23898716	0.28590685	0.1624148	0.09034062	0.22235046
a46	0.48153383	0.16240376	0.08923798	0.08974288	0.17708158
a31	0.484019	0.23859444	0.08186366	0.06575776	0.12976506
a11	0.28910065	0.24532452	0.19759206	0.16705905	0.10092377
a3	0.2149363	0.23136748	0.1571888	0.11554848	0.28095895
a31	0.17441207	0.29890066	0.19200227	0.13645801	0.19822702
a27	0.10037231	0.25312895	0.2998487	0.19641176	0.15023829
a0	0.12593214	0.16498916	0.27636346	0.2279704	0.20474477
</S>	0.12670301	0.1389816	0.21827073	0.1946485	0.3213962
