 	sono	stato	sempre	poveretti	</S>
a20	0.19662756	0.19660236	0.19749324	0.21107517	0.19820163
a4	0.01032463	0.013344102	0.1226909	0.4101221	0.44351828
a31	0.2925106	0.10032286	0.09765272	0.2546561	0.25485766
a38	0.011019304	0.0061003887	0.084334455	0.37408257	0.5244633
a31	0.2731865	0.0597559	0.12136204	0.23794006	0.3077555
a7	0.22537304	0.06579051	0.13133506	0.18945126	0.38805017
a31	0.021434354	0.0047329026	0.04004083	0.353313	0.58047885
a21	0.032539103	0.011997682	0.028817706	0.2198965	0.70674896
a20	0.016357683	0.00407546	0.031910844	0.4162422	0.5314138
a8	0.016309746	0.0067103426	0.025975572	0.21235713	0.7386472
a31	0.049078092	0.032358624	0.05603713	0.23327257	0.62925357
a33	0.082299046	0.091902666	0.09644553	0.11043834	0.6189144
a20	0.089760266	0.033759456	0.080250785	0.2003426	0.5958869
a31	0.15673262	0.14928968	0.18998998	0.19823866	0.3057491
a7	0.20455168	0.19118327	0.121842384	0.22962876	0.25279388
a31	0.19370212	0.15396775	0.10172749	0.16497685	0.3856258
a11	0.2581037	0.2544597	0.14623299	0.21931516	0.12188841
a31	0.30101243	0.27640626	0.10933508	0.1486503	0.16459589
a13	0.2774169	0.26246876	0.12935719	0.22591224	0.10484484
a18	0.3154266	0.27526	0.12538688	0.15013039	0.13379613
a31	0.3022518	0.25706476	0.13508607	0.1722824	0.13331492
</S>	0.2893355	0.26439515	0.12196072	0.21715225	0.10715638
