 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.065628864	0.06636696	0.045541704	0.05873246	0.14076614	0.3832572	0.23970662
a46	0.05853947	0.15886375	0.01901627	0.0056085237	0.027226424	0.69081485	0.03993072
a31	0.41200665	0.3527262	0.02905657	0.026675906	0.0121248085	0.14984983	0.017560048
a17	0.116808236	0.54356825	0.024633152	0.01922627	0.018587993	0.17375943	0.10341663
a37	0.20706664	0.5075133	0.022289563	0.008510993	0.02935537	0.15031885	0.07494535
a31	0.09948374	0.47493425	0.009844088	0.010007615	0.04356755	0.31682673	0.045336038
a39	0.046881143	0.66867906	0.014456806	0.004771331	0.0720434	0.08642844	0.106739745
a31	0.05696168	0.9144637	0.0026698154	0.003779752	0.005203177	0.013831568	0.0030902424
a37	0.047089573	0.93982095	0.0035332786	0.002109141	0.0034473576	0.0027173283	0.0012824078
a31	0.029985199	0.93288136	0.0073199724	0.008284042	0.005299461	0.010664772	0.0055652927
a46	0.07238768	0.4944723	0.18170086	0.11189755	0.079609506	0.029603064	0.030329
a31	0.1835175	0.35644323	0.1614172	0.10929895	0.06349036	0.05436144	0.071471326
a46	0.04946823	0.16403642	0.23555236	0.25621438	0.12926139	0.082196236	0.08327104
</S>	0.08137004	0.09227351	0.17666051	0.21308668	0.14673096	0.1420286	0.14784972
