 	non	aveva	dove	aveva	per	stare	</S>
a7	0.046111498	0.04319577	0.11298718	0.123061374	0.14076477	0.38484702	0.14903247
a31	0.047421694	0.039029498	0.03882878	0.105769366	0.14080022	0.44007692	0.18807349
a29	0.34958097	0.12674746	0.036763266	0.100738056	0.1333597	0.19220623	0.06060419
a19	0.086927466	0.031629857	0.019546745	0.11354363	0.53286064	0.16313082	0.05236085
a46	0.11872894	0.023355588	0.010233798	0.075347126	0.3591539	0.2146928	0.1984878
a31	0.10239384	0.01310454	0.009730087	0.028463088	0.24222383	0.37907425	0.2250104
a38	0.070214026	0.032205	0.02557284	0.12792742	0.23348115	0.25054085	0.26005876
a31	0.07583488	0.030250885	0.01592161	0.03199058	0.25993007	0.3801393	0.20593266
a20	0.09907347	0.038115587	0.03647672	0.056318723	0.23262249	0.37482905	0.16256395
a31	0.113074586	0.06257273	0.03111703	0.039419234	0.13733386	0.46591917	0.15056345
a0	0.14802812	0.099597976	0.06103412	0.049176443	0.11895311	0.40154293	0.12166733
a31	0.1532446	0.08031614	0.07663586	0.10490244	0.100477874	0.36266276	0.12176032
a46	0.21866898	0.22271006	0.11425887	0.108878694	0.10489415	0.13414355	0.096445724
a18	0.14210172	0.09623376	0.083842754	0.1339879	0.11087074	0.22658426	0.20637888
</S>	0.15733844	0.18777864	0.16351126	0.16117693	0.05460206	0.1538495	0.12174323
