 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.10330337	0.10308568	0.10393748	0.1594301	0.105946556	0.1066649	0.10550123	0.10394969	0.108181
a31	0.09736753	0.08552583	0.04472892	0.013597749	0.11787016	0.09067396	0.3602114	0.12904085	0.060983576
a46	0.03631608	0.03688946	0.0102205165	0.033938587	0.059456192	0.07206248	0.42476916	0.18288468	0.14346294
a8	0.07634117	0.09252651	0.0908307	0.022397557	0.1144169	0.08383624	0.1967335	0.20268865	0.12022877
a20	0.050506078	0.036197163	0.025115045	0.022683103	0.1569455	0.057569347	0.28446382	0.2630809	0.103439055
a31	0.1101105	0.080841094	0.093677506	0.11815138	0.041095894	0.06442412	0.20860785	0.13727441	0.14581725
a20	0.16807228	0.09624891	0.05445487	0.19030349	0.051063538	0.027637066	0.19959557	0.11419948	0.09842484
a13	0.05244576	0.05702718	0.085312024	0.08496366	0.03928883	0.065154366	0.20458277	0.20184818	0.20937718
a14	0.046179786	0.05376041	0.065311395	0.050344445	0.043629844	0.05832055	0.19680671	0.2326576	0.25298923
a0	0.060454685	0.06616997	0.074904196	0.046174422	0.057865944	0.054554477	0.1780048	0.211214	0.2506575
a31	0.031642728	0.034261867	0.038758907	0.020272441	0.039957713	0.071123384	0.17450254	0.26750103	0.3219794
a37	0.027988534	0.04177269	0.05469016	0.019246275	0.038792755	0.07844713	0.20739238	0.24584998	0.2858201
a35	0.01867547	0.022994576	0.027973363	0.011956237	0.0344979	0.07344624	0.16845642	0.2701437	0.37185612
a17	0.008453834	0.009847531	0.01065744	0.0067021055	0.016789382	0.06921826	0.18972376	0.30636644	0.38224122
a31	0.0042074234	0.0060765264	0.0055859145	0.005703748	0.010997998	0.062474497	0.25779223	0.3377729	0.30938873
a15	0.0070579425	0.013980409	0.012058358	0.006301841	0.016195152	0.068373926	0.333927	0.31749463	0.22461069
a31	0.0062667006	0.0064147455	0.0061182524	0.0147122815	0.025130933	0.08818362	0.4086293	0.26577753	0.17876667
a46	0.009165648	0.008368121	0.006838413	0.004626425	0.016082337	0.0560469	0.34363285	0.34321606	0.21202323
a35	0.0064408933	0.0029389565	0.0031478677	0.026346615	0.028062433	0.07874095	0.4530216	0.22604111	0.17525952
a20	0.0040754247	0.002710442	0.004974493	0.00980329	0.017661616	0.09791593	0.3427675	0.314881	0.20521034
a31	0.019744448	0.0079196645	0.008890728	0.012186202	0.038009636	0.061506644	0.43727142	0.23984969	0.17462145
a17	0.018933069	0.008963628	0.008738282	0.010159547	0.02768225	0.078394756	0.4244949	0.24698903	0.17564449
a20	0.006671868	0.0032851642	0.004873784	0.017780082	0.028234461	0.08736252	0.26801902	0.28387648	0.2998967
a8	0.022843903	0.013260064	0.016399397	0.020424658	0.042485785	0.09138308	0.35399935	0.2478489	0.19135481
a23	0.0049208053	0.0044198683	0.0057018083	0.010174147	0.019344386	0.07334081	0.09730203	0.345496	0.43930012
a46	0.018542716	0.025994696	0.020157605	0.016705135	0.033920076	0.105500154	0.15525368	0.23342799	0.390498
a8	0.011128136	0.010883132	0.01229411	0.012409447	0.034720544	0.10685488	0.10269283	0.22506887	0.48394808
a31	0.045125786	0.032864526	0.02843942	0.051337637	0.046356168	0.09168703	0.1841546	0.14204797	0.37798682
a17	0.050001595	0.03735498	0.05460868	0.07034816	0.06952599	0.10896776	0.15678157	0.15722165	0.29518965
a31	0.03739864	0.020560572	0.024580594	0.04139323	0.070396475	0.1015407	0.2164584	0.1804643	0.30720705
a37	0.02831133	0.025482533	0.05482474	0.08760902	0.102158725	0.13688257	0.175626	0.19590403	0.19320105
a31	0.052962996	0.01833266	0.022755723	0.065265596	0.104659274	0.101844266	0.23505966	0.16545631	0.23366347
