 	hai	già	mangiato	</S>
a31	0.13044085	0.16310237	0.32813603	0.37832075
a37	0.4511799	0.0464556	0.09360386	0.4087607
a31	0.81699485	0.028172635	0.06746947	0.087363146
a46	0.90066963	0.03023668	0.02983226	0.039261445
a31	0.570852	0.074628234	0.15368494	0.20083484
a39	0.41168532	0.04647828	0.2607408	0.28109562
a20	0.27597314	0.10751262	0.27045605	0.34605822
a31	0.39797312	0.16763993	0.16993555	0.26445132
a46	0.4945967	0.17453134	0.17210206	0.15876998
a31	0.18023764	0.181758	0.20699644	0.43100786
a18	0.4233152	0.19230202	0.20943451	0.17494823
a24	0.22779274	0.24735838	0.24614845	0.27870044
a46	0.087385826	0.24191482	0.29316038	0.377539
</S>	0.09756184	0.22938715	0.3401789	0.33287212
