 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.10304868	0.10309241	0.10335008	0.103383675	0.21952783	0.11013635	0.112094425	0.14536662
a0	0.0032279515	0.017776102	0.22873043	0.22188786	0.1667947	0.10730041	0.12522265	0.12905997
a28	0.030671656	0.09773191	0.39588273	0.35870615	0.036769588	0.023810219	0.03296476	0.02346296
a31	0.024147121	0.14512385	0.4728247	0.2684834	0.027256755	0.0137729505	0.028262086	0.020129127
a24	0.01757573	0.08523867	0.44433615	0.3276277	0.03247623	0.019956587	0.041619994	0.031168984
a46	0.0052607236	0.0084285345	0.3543418	0.25274602	0.18863487	0.065332614	0.05211075	0.073144704
a31	0.00829723	0.009988989	0.20460354	0.2287803	0.32641384	0.11549653	0.037889745	0.06852982
a24	0.0241948	0.026603064	0.13429062	0.11541682	0.5338019	0.08851242	0.031855285	0.04532512
a31	0.0041984245	0.0031786386	0.14403687	0.33069828	0.233576	0.17321618	0.042446382	0.06864919
a20	0.010553868	0.010099084	0.07379142	0.11865131	0.52523047	0.1717991	0.042565774	0.04730895
a29	0.008579631	0.010393416	0.09997394	0.19409005	0.5067651	0.10222774	0.03779551	0.04017458
a20	0.009602563	0.014210195	0.12916696	0.2690798	0.43220812	0.08117625	0.028259788	0.036296368
a29	0.009799327	0.013996668	0.072006635	0.1358973	0.5885874	0.08915106	0.032815043	0.05774656
a13	0.00794026	0.009474165	0.10971152	0.2199803	0.45976555	0.08143844	0.04015455	0.07153532
a17	0.009355454	0.012241425	0.112346634	0.20581833	0.46679342	0.06476671	0.032125164	0.096552886
a31	0.011135168	0.018116105	0.07324724	0.18254532	0.58170676	0.053638447	0.026731325	0.05287967
a44	0.020995868	0.020307787	0.05839846	0.13402429	0.62976325	0.045664556	0.025843909	0.06500194
a8	0.057053592	0.047242574	0.10181926	0.09556027	0.49377713	0.052986566	0.069443345	0.082117185
a6	0.08150901	0.06330444	0.12632975	0.095012516	0.19945185	0.10011087	0.17546538	0.15881622
</S>	0.079864144	0.074737996	0.101804845	0.07899394	0.2081175	0.09204559	0.16987623	0.19455971
