 	è	che	stanno	ancora	alzati	</S>
a20	0.1376788	0.12926279	0.13502285	0.1760028	0.27152058	0.15051217
a31	0.1087382	0.06920537	0.06244463	0.14822772	0.0664907	0.5448934
a20	0.13576007	0.20110461	0.4138616	0.15074624	0.017062856	0.08146471
a31	0.15367727	0.36058664	0.2776292	0.11361224	0.0069946703	0.08750003
a20	0.25718457	0.31103402	0.17725912	0.12308141	0.010914312	0.12052653
a28	0.14233421	0.11246517	0.14902249	0.12219703	0.063632116	0.41034898
a31	0.03050159	0.03333328	0.045923784	0.093413085	0.0817616	0.7150667
a29	0.102190524	0.11890785	0.098031916	0.14175074	0.12557265	0.4135463
a46	0.16048649	0.13576116	0.08556417	0.17137259	0.17722026	0.26959532
a31	0.23640785	0.15397471	0.14694192	0.25019053	0.08865122	0.12383374
a20	0.19204797	0.17536107	0.22220868	0.25811648	0.066275835	0.085990004
a31	0.28319025	0.21678025	0.1201659	0.16680232	0.13517512	0.07788616
a39	0.1502417	0.15494785	0.18715878	0.35015866	0.094576545	0.062916495
a20	0.2791343	0.20409885	0.17797202	0.2024852	0.07938993	0.056919694
a8	0.11396476	0.14432262	0.18152092	0.3090735	0.16703746	0.0840807
a20	0.12204267	0.18191424	0.21909422	0.275787	0.12909004	0.07207183
a24	0.08982284	0.10214356	0.14856972	0.2462484	0.22998467	0.18323082
a46	0.15886728	0.1391823	0.13943557	0.15503281	0.21333824	0.19414386
a8	0.11516572	0.11653917	0.12560317	0.21518235	0.28344485	0.14406474
a23	0.12819041	0.13387053	0.14336374	0.19436985	0.26512945	0.13507602
a8	0.098252796	0.10330781	0.12688333	0.23534563	0.26205012	0.17416035
</S>	0.1630227	0.16679727	0.16463481	0.1670256	0.1812917	0.15722789
