 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.056499276	0.057760134	0.057078417	0.05650522	0.060276654	0.056546148	0.09046672	0.14085813	0.060212493	0.09979273	0.07548582	0.06285412	0.06396226	0.06170184
a23	0.0044788923	0.1151217	0.01869068	0.09081177	0.01751566	0.019900683	0.015599113	0.011560348	0.050692566	0.055072725	0.08498456	0.16965264	0.17150532	0.17441334
a31	0.11506034	0.17193277	0.1462821	0.10893484	0.08032206	0.07785335	0.047905352	0.011117216	0.0488986	0.036177374	0.028607653	0.0364133	0.048405364	0.042089712
a7	0.038129542	0.25817463	0.16019967	0.07403621	0.08261779	0.057976916	0.018308409	0.008625448	0.06268988	0.0356651	0.04364167	0.030264486	0.080056734	0.04961354
a10	0.016580287	0.08613608	0.075816505	0.11053153	0.066922344	0.0528784	0.029826406	0.019034019	0.09732886	0.14798705	0.1413269	0.054499324	0.053464174	0.047668174
a38	0.017645866	0.034993418	0.051008713	0.1092527	0.073538534	0.039503444	0.03965647	0.026523223	0.15492304	0.12469504	0.13406654	0.07325884	0.07074971	0.050184447
a10	0.01456478	0.05242298	0.0769147	0.066597216	0.10077486	0.055505347	0.04707523	0.03425964	0.10772549	0.12258122	0.12807162	0.07836267	0.06491443	0.050229855
a11	0.012921849	0.032619596	0.0395539	0.100795925	0.067468904	0.03289626	0.03167782	0.04230629	0.17885862	0.10944725	0.10699542	0.07515083	0.10803202	0.06127534
a31	0.007215609	0.059709266	0.058238793	0.08337617	0.11724923	0.053669345	0.05131215	0.055771854	0.14418428	0.11185141	0.066875905	0.06448163	0.08859739	0.03746701
a13	0.008849594	0.052783083	0.06487431	0.07100679	0.066821896	0.040451672	0.02086878	0.04393677	0.13340771	0.110861905	0.14140627	0.07846705	0.099656306	0.06660788
a31	0.0067936582	0.0951661	0.075349376	0.10324013	0.10163873	0.060840953	0.028072247	0.07039658	0.12280358	0.07109206	0.06445336	0.052474216	0.10243646	0.045242514
a0	0.0053168843	0.03588188	0.036729343	0.045701936	0.021828394	0.03300273	0.015995229	0.04920178	0.08370671	0.10961977	0.128714	0.11496916	0.1952776	0.12405461
a31	0.0029739414	0.05823436	0.033107612	0.056736216	0.033115722	0.060177773	0.022374254	0.06879483	0.072891295	0.0686688	0.08747217	0.090832025	0.24823438	0.0963866
