 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.112446114	0.11264411	0.1119926	0.12334554	0.11532023	0.13280429	0.14113978	0.1503074
a39	0.46605235	0.1121196	0.09351412	0.1844899	0.04107376	0.06459972	0.0066092685	0.031541295
a41	0.2254916	0.04481428	0.3967162	0.27781853	0.012807478	0.032925986	0.0028959773	0.006529896
a39	0.107340395	0.05900193	0.39580354	0.35237557	0.021504093	0.045829404	0.0048051826	0.013339837
a20	0.08223132	0.09105157	0.26678127	0.43257672	0.021146424	0.06591452	0.012764488	0.027533662
a0	0.013069915	0.020540915	0.24734153	0.5863795	0.028220309	0.0655533	0.019213038	0.019681487
a31	0.008210835	0.007703074	0.12051803	0.6194723	0.057984892	0.14164667	0.010244333	0.0342199
a13	0.026501311	0.012730007	0.13417083	0.66169983	0.0112159075	0.09074089	0.02981367	0.033127557
a17	0.012936911	0.020636564	0.17308	0.6930255	0.022810072	0.031612795	0.026596857	0.019301385
a31	0.06139932	0.043224033	0.19069126	0.44190425	0.079002306	0.06000834	0.064819194	0.05895132
a3	0.10812681	0.047365747	0.1518707	0.17117582	0.21045077	0.09213785	0.14977121	0.069101125
a46	0.041450232	0.021369208	0.15389779	0.62170553	0.04446328	0.04226828	0.0341784	0.04066728
</S>	0.11405734	0.054556265	0.05900564	0.17081718	0.17701623	0.11714171	0.15773763	0.14966795
