 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.083312586	0.08031905	0.08040542	0.08135186	0.20728076	0.22265804	0.11541762	0.1292547
a31	0.11205223	0.12557909	0.081648305	0.14490287	0.059204128	0.05437002	0.19862854	0.22361486
a29	0.18095832	0.20120384	0.09044233	0.10952729	0.036001913	0.033511948	0.16506843	0.18328594
a46	0.106734976	0.27795848	0.22349548	0.27966616	0.010130912	0.011223783	0.044691745	0.046098508
a11	0.19100316	0.23384386	0.19436187	0.2642776	0.011588394	0.008242229	0.04955282	0.047130022
a20	0.03534424	0.08357326	0.27487788	0.33804804	0.080899745	0.0536019	0.06209777	0.071557224
a8	0.032295536	0.0965575	0.14418584	0.22348218	0.14012185	0.12732613	0.068836465	0.1671945
a31	0.05193825	0.055843573	0.14106868	0.24550316	0.13470182	0.064860694	0.083322704	0.22276114
a38	0.046472948	0.035633896	0.059330415	0.10425497	0.28835902	0.07892171	0.11702367	0.27000338
a31	0.04601104	0.04035696	0.058199216	0.13458869	0.2058471	0.07573354	0.15797642	0.28128707
a24	0.07155975	0.037959944	0.046278737	0.08833592	0.31505433	0.05235791	0.1598403	0.22861311
a37	0.023065755	0.028797742	0.051235784	0.14635752	0.1549615	0.07248842	0.1846321	0.33846122
a15	0.024475353	0.015528936	0.029682778	0.1459802	0.17125714	0.060808644	0.18471108	0.3675559
a31	0.036357332	0.014383084	0.05336144	0.17460777	0.14087446	0.10273956	0.17127223	0.30640405
a20	0.096407555	0.043476835	0.04571447	0.090080135	0.34856498	0.07687167	0.1475867	0.15129764
a31	0.15866351	0.038975958	0.07171812	0.14463727	0.23341157	0.0569127	0.1252373	0.17044353
a37	0.22864297	0.041880045	0.033539113	0.04938899	0.33688378	0.06788634	0.13657661	0.10520218
a46	0.3142181	0.0697739	0.08277294	0.08463913	0.19017176	0.042837914	0.118899636	0.09668658
a20	0.15957282	0.10524785	0.17605525	0.14170308	0.13656543	0.055346683	0.15386485	0.07164404
a24	0.38719356	0.070683815	0.051619526	0.051802356	0.163242	0.06502083	0.14732459	0.063113354
a31	0.2526999	0.13432181	0.1507143	0.11596673	0.092285976	0.035658427	0.16231076	0.05604211
a17	0.37019643	0.050038826	0.046272248	0.07284763	0.18043943	0.07529034	0.13699779	0.06791736
a20	0.18055704	0.1643963	0.118078716	0.1285722	0.15605138	0.07325639	0.10843886	0.07064913
a38	0.16189383	0.15924072	0.13599087	0.1634832	0.100001246	0.09711358	0.113009244	0.06926731
a31	0.24979685	0.17860608	0.15454781	0.12460603	0.106979474	0.060078442	0.07206837	0.05331694
a17	0.09786408	0.15522832	0.15171984	0.18582268	0.1306371	0.09483135	0.114449546	0.069447085
a31	0.14577751	0.13295592	0.10636756	0.11679143	0.16814797	0.15305983	0.0856031	0.09129675
a37	0.056518055	0.16084106	0.15476255	0.20909736	0.12226652	0.105387785	0.11470928	0.07641735
</S>	0.0796019	0.20861939	0.19875279	0.20219128	0.094597556	0.078990385	0.06919611	0.0680506
