 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.12877604	0.12918895	0.14221773	0.2119573	0.12847203	0.12868392	0.13070412
a18	0.15037312	0.031010639	0.09979416	0.0017811181	0.14559574	0.2975964	0.2738488
a31	0.2741014	0.1423907	0.16177341	0.00015788128	0.023839585	0.29657876	0.101158276
a20	0.14106192	0.17079389	0.34518626	0.00023361246	0.031008398	0.16045783	0.15125816
a31	0.13997383	0.088571794	0.34323448	0.0003855796	0.025797753	0.2102385	0.19179805
a37	0.41076016	0.12954871	0.13589416	0.00030365222	0.022636792	0.18881796	0.1120385
a18	0.111587845	0.05517684	0.5688066	0.00080524146	0.017129023	0.07428078	0.17221381
a46	0.28436944	0.07503596	0.43231526	0.0009867446	0.022304537	0.07622178	0.10876633
a31	0.07161302	0.084256284	0.5609119	0.0008767308	0.008322383	0.079426914	0.19459271
a46	0.1541688	0.20141588	0.17270073	0.0028351073	0.031941023	0.09150823	0.34543025
a31	0.11466967	0.10443745	0.11183135	0.005496689	0.009426578	0.09961849	0.5545197
a46	0.38471603	0.34819227	0.08287966	0.007708773	0.0050180615	0.026875757	0.1446093
a31	0.19481005	0.09371219	0.15306765	0.015925946	0.018919429	0.095883735	0.42768097
a46	0.41055346	0.32237953	0.09785073	0.03587572	0.018520271	0.034705117	0.08011523
a31	0.18793823	0.1646902	0.21788464	0.0460991	0.038958337	0.0789177	0.2655118
a18	0.3790487	0.26322246	0.1383417	0.06859897	0.03505909	0.045929622	0.0697995
a31	0.42812422	0.21202566	0.100740544	0.052620403	0.014381133	0.038712665	0.15339532
a37	0.21805328	0.27559638	0.22313027	0.1283282	0.032317363	0.04796017	0.07461439
a13	0.32570192	0.24682173	0.15932713	0.1006321	0.026966453	0.048443872	0.09210668
a31	0.2343826	0.19083643	0.25204876	0.14359662	0.044010267	0.053837247	0.08128808
a20	0.13955477	0.19412562	0.31215832	0.17473094	0.04454042	0.052433454	0.08245655
a31	0.32742238	0.16083434	0.16625254	0.14458261	0.03879862	0.081668906	0.08044055
a20	0.10171685	0.15854765	0.3409915	0.2178571	0.053719003	0.056781534	0.07038628
a31	0.111711286	0.17361093	0.2791882	0.21102273	0.0699803	0.07677475	0.077711865
a20	0.06689669	0.14414997	0.38460118	0.20551732	0.05958646	0.06153326	0.07771504
</S>	0.088722385	0.1582128	0.30679646	0.20568618	0.07852013	0.079788096	0.082273945
