 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.07219192	0.072188556	0.072201885	0.07263111	0.08157038	0.08471501	0.07517896	0.088633575	0.074974306	0.08285152	0.1446361	0.07822672
a20	0.038635455	0.0033633888	0.006196271	0.0010546834	0.0024692484	0.019907903	0.0656874	0.11334535	0.1743768	0.15520492	0.16509888	0.2546597
a37	0.19412303	0.017005235	0.009988845	0.0048707398	0.005390681	0.013489233	0.05696868	0.09669069	0.12992178	0.082021914	0.13986287	0.2496663
a24	0.12818025	0.019264964	0.020538008	0.008775734	0.0075630266	0.028527064	0.0630778	0.08241827	0.14487128	0.12203202	0.16087979	0.21387176
a31	0.060337495	0.0025650794	0.0046013095	0.0019745475	0.0039505553	0.013725017	0.048375603	0.06523711	0.13331752	0.13706505	0.18154398	0.3473067
a39	0.06848396	0.0061451676	0.0075028017	0.006544729	0.007336311	0.0732493	0.11157295	0.11300997	0.18762574	0.09977549	0.14761508	0.17113848
a31	0.023484722	0.003336906	0.011427262	0.005619353	0.0074075293	0.014035949	0.039527126	0.038992327	0.056128856	0.18336554	0.1532086	0.4634658
a24	0.03504209	0.003142163	0.0068015666	0.004461053	0.009405987	0.019011714	0.08494933	0.048174925	0.087383844	0.14227577	0.14199641	0.41735515
a31	0.011561449	0.0028291333	0.0058477055	0.0023866522	0.003580815	0.018468307	0.06243709	0.0573792	0.06825787	0.12123123	0.16392626	0.48209426
a28	0.013233239	0.0016593704	0.0024593323	0.0019068742	0.0037569392	0.013210884	0.078751035	0.04869418	0.082760856	0.13048287	0.12234089	0.5007435
a24	0.0035902834	0.0012369301	0.001441053	0.0013349574	0.0015152353	0.021717627	0.070902675	0.0303331	0.05002008	0.088906445	0.13444361	0.59455806
a8	0.0027821616	0.0011634022	0.0014659914	0.0012010947	0.0012068218	0.018324317	0.068518385	0.034431998	0.052143913	0.08822741	0.12112534	0.6094092
a31	0.0009314588	0.001023896	0.001545	0.0016824875	0.0019989896	0.009733999	0.08358323	0.041765846	0.09752235	0.28042236	0.19962612	0.2801643
a46	0.006178137	0.0019072811	0.004205069	0.0012968361	0.0017910763	0.01208154	0.10496337	0.22411133	0.17714933	0.19755407	0.08177655	0.18698546
a8	0.002228154	0.0027443771	0.0033840751	0.0017409255	0.0025624465	0.02100929	0.122773744	0.050999194	0.06264856	0.19064581	0.1577435	0.3815199
a28	0.0021812269	0.0024048728	0.003525568	0.0030044084	0.004124836	0.015043409	0.1247036	0.08548685	0.115282096	0.30525118	0.139588	0.19940391
a31	0.0037004172	0.0023366632	0.006041089	0.0019955134	0.0021644903	0.013001838	0.13709132	0.2651745	0.1713538	0.14554836	0.079331815	0.17226014
a39	0.006788175	0.0024075897	0.003176602	0.002142237	0.0028536217	0.016651098	0.18004984	0.16637525	0.16323063	0.097638234	0.08303987	0.2756468
a33	0.0069128457	0.0044828723	0.006270564	0.0015745752	0.0031819416	0.023994224	0.1569505	0.09447634	0.09286193	0.13133466	0.2242961	0.2536634
a31	0.008752127	0.0051734187	0.006980611	0.00579881	0.010030574	0.027588185	0.1626274	0.34477982	0.1351454	0.12998144	0.083755866	0.07938632
a24	0.007025796	0.0072194394	0.0145529155	0.010943509	0.012693569	0.021223586	0.1688383	0.48353973	0.11530357	0.053558342	0.05062247	0.05447868
a37	0.0066954144	0.0046603144	0.0077448566	0.0026732287	0.0052982876	0.023316678	0.25398338	0.22192574	0.12219671	0.13188283	0.14098732	0.0786353
a14	0.0055878763	0.0054333666	0.008483695	0.0071568075	0.008289461	0.011654649	0.24725275	0.34757018	0.12806661	0.09428163	0.060842123	0.075380795
a20	0.006997929	0.005727218	0.00879445	0.0058398023	0.009919828	0.014082729	0.24192703	0.24058393	0.076751254	0.09380716	0.16698112	0.12858753
a28	0.008322741	0.0063159075	0.009547042	0.008598352	0.013772434	0.016931646	0.2219932	0.25436231	0.06246094	0.09027914	0.191412	0.11600428
a5	0.009484305	0.007591158	0.008899972	0.010355307	0.018190444	0.02057495	0.16844372	0.3957622	0.054415252	0.07277614	0.11585303	0.11765355
a17	0.044364158	0.027866732	0.04538264	0.020903472	0.033519357	0.04142798	0.07676978	0.3006528	0.04630793	0.09234987	0.18189701	0.088558234
a21	0.041726526	0.046185505	0.09176601	0.016866257	0.023933118	0.023061214	0.043495376	0.39773577	0.034133833	0.068976514	0.14371823	0.068401605
a8	0.051137775	0.05883757	0.13045025	0.028299106	0.040960815	0.040542755	0.03818345	0.2614465	0.03772928	0.065921456	0.17116247	0.07532856
a31	0.17678276	0.14427048	0.12644741	0.040024243	0.03892713	0.044573586	0.027985014	0.22882591	0.041997917	0.03639823	0.045751408	0.048015885
a20	0.05040632	0.066500284	0.085266285	0.028497301	0.0539326	0.07376196	0.09727832	0.16127709	0.06264477	0.071982935	0.101782784	0.14666933
a3	0.051058337	0.06243463	0.12293677	0.027017815	0.043700006	0.05083255	0.04758804	0.10507428	0.048134636	0.094265655	0.23336938	0.11358786
a20	0.041890547	0.038215995	0.04139531	0.027530568	0.034863666	0.04168367	0.07104807	0.16993535	0.07488348	0.08639452	0.21106088	0.1610979
a10	0.05294303	0.05602489	0.06769719	0.03006973	0.066421956	0.09195395	0.09018619	0.119353026	0.06384828	0.087970294	0.13005354	0.14347796
a31	0.029889869	0.02598976	0.031598743	0.0271102	0.048471436	0.056343578	0.08863494	0.10575215	0.05811819	0.12586002	0.22625713	0.17597398
a20	0.04931443	0.04415505	0.044015735	0.03930936	0.082253106	0.104143366	0.087466046	0.13512076	0.08343039	0.0820225	0.11966525	0.12910402
a7	0.054160293	0.04847299	0.04765847	0.04816429	0.10111691	0.1291412	0.07507558	0.13555437	0.07601081	0.067674614	0.12565276	0.09131765
a11	0.045636166	0.04417621	0.044861507	0.0655903	0.11728877	0.12797573	0.10157074	0.08639396	0.061406568	0.09453641	0.12121742	0.08934617
a18	0.04453423	0.043700986	0.045107685	0.07662252	0.11834671	0.12448057	0.1079026	0.061262757	0.061426237	0.10296302	0.11980298	0.09384973
a27	0.043659925	0.04296848	0.044935726	0.08201258	0.11700969	0.12169737	0.10907001	0.05501122	0.063864395	0.105193906	0.117710955	0.0968657
a31	0.04129301	0.039715435	0.040524743	0.06255541	0.10852234	0.11975341	0.09923469	0.11090804	0.07208416	0.09299037	0.11313037	0.09928801
a39	0.041738264	0.041255526	0.044072155	0.08575356	0.11228155	0.11493608	0.10776926	0.06431417	0.07024508	0.105115324	0.11326713	0.09925193
a31	0.048506834	0.04817017	0.048846457	0.06881773	0.12389482	0.1282932	0.105277	0.056618933	0.05734441	0.098401465	0.13196334	0.08386565
a24	0.041488074	0.04080057	0.045764875	0.0937177	0.11153486	0.11448523	0.10795709	0.04982009	0.07552886	0.106132	0.11098532	0.10178534
a28	0.06359012	0.0632381	0.063278444	0.0657946	0.10366679	0.11377781	0.07765635	0.0707219	0.06522608	0.07762673	0.16462441	0.07079862
a21	0.041269895	0.040877312	0.04609149	0.09453998	0.11072289	0.11144139	0.1080892	0.049857356	0.07649635	0.106727764	0.11137722	0.102509186
a31	0.047777373	0.047169082	0.047882944	0.0692594	0.12313145	0.12907039	0.105562374	0.059925474	0.057993688	0.098726116	0.12913087	0.08437086
a39	0.044404197	0.04401359	0.045837507	0.081870325	0.11866129	0.12147887	0.11022784	0.048034694	0.062312894	0.10638004	0.12059653	0.0961822
</S>	0.06173456	0.06153316	0.061619792	0.06538178	0.112368904	0.12198776	0.08172138	0.06321533	0.06302881	0.0767093	0.16114287	0.06955639
