 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.16224991	0.16819823	0.16269925	0.1623232	0.16568002	0.17884934
a31	0.020047676	0.0029316773	0.20549753	0.4488256	0.22375919	0.09893827
a8	0.03815884	0.0023377738	0.2813245	0.51064867	0.119531944	0.047998305
a31	0.12733257	0.0061835106	0.074288525	0.36355546	0.38850263	0.04013739
a15	0.38107035	0.005259377	0.08804164	0.24669912	0.25454235	0.024387145
a13	0.072497375	0.0017843972	0.35877952	0.39258373	0.12382672	0.05052826
a24	0.08910575	0.0072721774	0.29422393	0.17574447	0.30847323	0.12518036
a31	0.0153521	0.011837141	0.12516528	0.29915562	0.38325801	0.1652318
a18	0.24717154	0.013302006	0.07278823	0.25139272	0.3408257	0.07451978
a31	0.06253612	0.0080410205	0.047749326	0.3263989	0.45084384	0.10443082
a20	0.34815964	0.029973898	0.07826306	0.17470807	0.24003148	0.12886383
a11	0.13546816	0.013344993	0.03049922	0.3476429	0.32990646	0.14313823
a8	0.1362253	0.041604318	0.07836087	0.22272858	0.26987022	0.25121078
a31	0.13252248	0.1694691	0.15584818	0.15771125	0.17521639	0.20923257
a8	0.10602066	0.121270575	0.16988234	0.14683461	0.26444656	0.19154526
a31	0.093996614	0.09772693	0.19219035	0.1639141	0.22009078	0.23208119
</S>	0.100262985	0.1778786	0.12028497	0.093048714	0.231646	0.2768787
