 	lo	sentii	ee	che	arrivava	</S>
a15	0.023301153	0.047472283	0.13706276	0.4514133	0.16103196	0.17971851
a31	0.15500468	0.12274751	0.1780466	0.18131053	0.18181942	0.18107122
a46	0.11184685	0.26831156	0.08970366	0.2688761	0.18676797	0.07449386
a8	0.081825584	0.23937736	0.11341329	0.20870352	0.23870495	0.11797531
a31	0.023115981	0.03796674	0.19472227	0.23537672	0.17817572	0.33064255
a23	0.0056155524	0.01462083	0.110484764	0.23343238	0.19025724	0.4455892
a8	0.0037723838	0.007659438	0.07619552	0.17539492	0.31566322	0.4213145
a38	0.006544791	0.008156137	0.09348821	0.35226038	0.18759497	0.35195553
a20	0.0017974377	0.002772808	0.090869926	0.29961717	0.20400585	0.40093678
a28	0.0047150496	0.0035844115	0.13475038	0.54321647	0.15175007	0.1619836
a20	0.0055331825	0.0028126764	0.13758485	0.5877964	0.1386248	0.12764813
a23	0.0056212097	0.0025959301	0.081422456	0.56713116	0.15730667	0.18592258
a31	0.0059236134	0.0027945593	0.0745197	0.62436515	0.13847318	0.1539238
a29	0.0094098225	0.0063909134	0.109809615	0.3138021	0.17356423	0.3870233
a33	0.01637026	0.0077194762	0.0693992	0.559784	0.12754655	0.2191805
a29	0.08840033	0.029035104	0.05598985	0.5912547	0.1106823	0.12463777
a27	0.10644706	0.032013014	0.052299935	0.47020712	0.11052767	0.22850527
a46	0.035974454	0.014023688	0.11140436	0.62243855	0.061810464	0.15434852
a20	0.08357861	0.031842254	0.13235277	0.31807178	0.14015988	0.29399478
a31	0.13687012	0.036274444	0.09777443	0.50165796	0.10328772	0.12413533
a7	0.15585168	0.041534226	0.11887729	0.46713498	0.102292486	0.11430939
a1	0.27219638	0.0698135	0.17959142	0.21287532	0.118884586	0.14663875
a20	0.2835783	0.074568026	0.19997975	0.21780725	0.11562838	0.10843832
a31	0.28342968	0.07684917	0.2049448	0.20592329	0.117957234	0.11089583
a20	0.2291432	0.08298028	0.21244618	0.22268467	0.14394857	0.1087971
a31	0.25769335	0.09844249	0.21456292	0.21278244	0.1138852	0.10263355
a23	0.23502652	0.08903161	0.2156787	0.21700674	0.13816655	0.10508992
</S>	0.19888207	0.12172221	0.20452803	0.21250975	0.1295652	0.13279277
