 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.11961347	0.119832866	0.1201465	0.11991408	0.120102875	0.12185664	0.1373242	0.14120936
a20	0.031021068	0.042351495	0.08599246	0.099112645	0.04846169	0.041052315	0.36374265	0.28826573
a8	0.0073088636	0.014527495	0.055336926	0.1047741	0.19751811	0.15372029	0.1833855	0.28342876
a20	0.18524852	0.1676049	0.14801037	0.2057921	0.14071096	0.045892786	0.051935956	0.05480447
a31	0.060116164	0.067019075	0.3530865	0.1943265	0.07474156	0.03772866	0.09626873	0.11671279
a28	0.05268678	0.061733905	0.16922653	0.27525112	0.10736125	0.040835958	0.129543	0.16336145
a31	0.120237246	0.08886765	0.08349867	0.11953912	0.14781861	0.0529713	0.09742264	0.28964475
a18	0.1999867	0.18458857	0.04416088	0.055986416	0.08255505	0.032977484	0.093739696	0.30600518
a31	0.08159182	0.047496565	0.013471754	0.027593536	0.04049945	0.040593993	0.1875344	0.56121844
a3	0.17453502	0.05879699	0.018052088	0.03323875	0.045444183	0.043305583	0.10937391	0.5172534
a31	0.111391895	0.08419661	0.031163188	0.030811137	0.052608736	0.041337464	0.11239445	0.5360966
a18	0.13347967	0.059245367	0.039720267	0.03882776	0.060100835	0.047325242	0.09126215	0.5300387
a31	0.12579298	0.08203614	0.042913944	0.0705143	0.10373979	0.053556222	0.12354552	0.3979011
a17	0.10640812	0.04782058	0.0582473	0.07487451	0.08164817	0.06870626	0.11384208	0.44845298
a20	0.1313995	0.087524146	0.062475424	0.11515441	0.105254434	0.09960576	0.17464127	0.22394505
a31	0.13377509	0.12456373	0.1554527	0.12661146	0.1280192	0.06131472	0.103313684	0.1669494
a20	0.1373072	0.113922015	0.11871059	0.13492756	0.10481689	0.056500956	0.16648558	0.1673292
a31	0.15533417	0.13652207	0.13404001	0.1445098	0.1016044	0.058670036	0.1285393	0.14078023
a20	0.14301512	0.14879969	0.15535115	0.14609799	0.11950372	0.054696597	0.1392681	0.09326762
a46	0.17442212	0.16873203	0.15955946	0.15829976	0.11018069	0.05205973	0.0830624	0.0936838
a31	0.08068671	0.12283474	0.13798253	0.13212533	0.06684566	0.09251003	0.21125507	0.15575999
a46	0.13345078	0.15861002	0.19230449	0.13651347	0.13698506	0.06562863	0.115304925	0.061202537
a8	0.08286194	0.12850368	0.1506628	0.14195171	0.070486344	0.08307583	0.18272656	0.15973116
a39	0.096110396	0.13286556	0.16131704	0.14767581	0.09196863	0.089416556	0.17709859	0.103547424
a31	0.08797864	0.14494628	0.20541067	0.13150561	0.10833965	0.090323046	0.14836796	0.08312814
</S>	0.13311557	0.17005919	0.18245633	0.17002156	0.09666628	0.059925824	0.1291602	0.058595017
