 	voglio	che	Maria	viene	domani	</S>
a33	0.12816565	0.1281457	0.12814541	0.13608432	0.15497151	0.3244874
a31	0.8627398	0.06611431	0.0048570526	0.03832009	0.010549978	0.017418712
a11	0.70847404	0.15399392	0.021530353	0.046360128	0.028023288	0.041618217
a31	0.2679957	0.37867844	0.16344403	0.11552344	0.040745653	0.033612594
a18	0.29189625	0.4159085	0.11367787	0.07744075	0.04976777	0.051308922
a31	0.33611578	0.4879815	0.049645506	0.07063591	0.027220776	0.02840047
a42	0.41581616	0.46968263	0.033399597	0.040382326	0.021177378	0.019541882
a37	0.060138606	0.038181186	0.024269907	0.32811823	0.16483603	0.38445598
a31	0.27606577	0.06404696	0.024760904	0.23198229	0.1301899	0.2729541
a20	0.15122339	0.038150273	0.039889555	0.4091924	0.14509696	0.21644737
a31	0.3446438	0.059069008	0.091397166	0.25345013	0.12105304	0.13038687
a8	0.08407236	0.03328866	0.08855402	0.30863664	0.2862616	0.19918674
</S>	0.05024848	0.022653224	0.058935247	0.25196517	0.37217146	0.24402648
