 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.09406439	0.094038635	0.12873912	0.18386632	0.13852574	0.13347487	0.106314	0.120976955
a20	0.14935064	0.12889269	0.124859065	0.06206665	0.15145737	0.12726909	0.13025217	0.12585232
a11	0.23184773	0.241443	0.27281725	0.035640936	0.144065	0.016164802	0.028993301	0.029028028
a10	0.14579438	0.17559695	0.23704818	0.07893009	0.21556543	0.04797652	0.06167646	0.037411958
a39	0.04101576	0.068738475	0.22001189	0.30002922	0.12275345	0.10621132	0.0889244	0.0523155
a7	0.046199016	0.11215606	0.21456268	0.18895152	0.19554228	0.107233465	0.084623575	0.05073136
a37	0.029008206	0.05256462	0.25576302	0.3260674	0.14605016	0.07364462	0.07126584	0.045636177
a8	0.022473022	0.03162123	0.32445398	0.3080222	0.1389156	0.05904797	0.06933365	0.04613234
a18	0.016503865	0.022291794	0.5375407	0.10231307	0.13478112	0.053040065	0.071642496	0.06188694
a46	0.009126235	0.005420256	0.43643644	0.07544875	0.21518311	0.09756359	0.103584275	0.057237316
a31	0.0065546026	0.00648937	0.5187673	0.05416507	0.16318282	0.062430207	0.12506181	0.063348815
a18	0.01762956	0.0073925513	0.27613	0.059131436	0.25371915	0.068424225	0.2000218	0.117551304
a24	0.008988662	0.008288655	0.31665182	0.1109026	0.25598636	0.073143005	0.1346618	0.09137714
a28	0.017424839	0.003615409	0.11398187	0.020418074	0.35391113	0.08719494	0.16892122	0.23453249
a31	0.042762034	0.025619378	0.100439936	0.1526682	0.21112882	0.12884676	0.17295052	0.16558433
a20	0.041242294	0.02972328	0.10251272	0.18243223	0.21278876	0.13120382	0.1678422	0.13225466
a31	0.066230655	0.03724787	0.07750263	0.06213535	0.2542162	0.1304256	0.16940574	0.20283598
a3	0.09341249	0.08918924	0.098584995	0.21719484	0.1238851	0.13280481	0.13323532	0.111693196
a31	0.11350958	0.11197166	0.11446113	0.12854393	0.13858539	0.12554266	0.13585484	0.13153084
a20	0.10007072	0.09278289	0.09842198	0.23021472	0.092409104	0.1461718	0.12532677	0.114602
a31	0.120879695	0.12092194	0.12143764	0.13550831	0.12222445	0.1223113	0.122552484	0.1341642
</S>	0.11631482	0.11552161	0.11596031	0.17637978	0.115426905	0.12199056	0.11887908	0.11952687
