 	forse	non	li	ha	a	casa	</S>
a28	0.11397839	0.11399361	0.11453219	0.11391519	0.1954402	0.16064286	0.18749757
a10	0.15389326	0.16600382	0.0041454067	0.16570227	0.14506489	0.14925915	0.21593116
a31	0.34320077	0.3965192	0.006546174	0.04188254	0.059012387	0.04745881	0.10538015
a21	0.27838314	0.4676154	0.0062001725	0.044295583	0.051148634	0.048032068	0.10432494
a37	0.18845439	0.39430994	0.011061841	0.20981592	0.053623468	0.040412486	0.1023219
a31	0.2738714	0.2244997	0.015227346	0.100326136	0.15424074	0.1052062	0.12662847
a37	0.2199485	0.38004547	0.0024709273	0.041228652	0.10993479	0.054266345	0.19210532
a31	0.37183037	0.22594915	0.0007404595	0.020684255	0.08308475	0.054147985	0.24356301
a37	0.49679223	0.37093973	0.0015377838	0.014519825	0.019890701	0.01608482	0.08023498
a31	0.6043874	0.16206639	0.0012279196	0.004744802	0.017129114	0.02471045	0.18573391
a21	0.7469889	0.03549589	0.004543992	0.0040006223	0.034080308	0.023692507	0.15119784
a31	0.58027977	0.24068835	0.005528494	0.008501412	0.020775033	0.02767888	0.116547935
a20	0.3013892	0.050936565	0.07835114	0.017106215	0.10917841	0.11133936	0.33169913
a31	0.39678913	0.25627	0.041569673	0.028780434	0.05529607	0.106068894	0.11522567
a37	0.18269159	0.110209614	0.16668306	0.04098942	0.12998295	0.16970457	0.19973885
a33	0.19882384	0.1336179	0.10752263	0.044740204	0.13666514	0.222709	0.15592128
</S>	0.07209152	0.09890958	0.09449064	0.06273219	0.19135721	0.2713531	0.20906578
