 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.11681627	0.11710869	0.11687153	0.11665337	0.11687635	0.11947404	0.15076478	0.14543499
a24	0.0050743558	0.0053968504	0.038224094	0.08250678	0.066473916	0.1279786	0.41673395	0.2576114
a31	0.3130354	0.123650946	0.22230582	0.17000376	0.06206993	0.021780888	0.04006892	0.047084384
a17	0.10073099	0.069283724	0.17151222	0.26583442	0.1390883	0.058012865	0.0945218	0.1010157
a31	0.080487646	0.04729999	0.32681414	0.104297966	0.030077497	0.08785017	0.2075852	0.1155874
a37	0.0784168	0.029221045	0.084093	0.17420538	0.061427865	0.044794396	0.3907145	0.137127
a10	0.04962468	0.016419567	0.0055473	0.02033645	0.027278803	0.039043307	0.21949564	0.62225425
a31	0.09999278	0.02148894	0.00594381	0.01390834	0.020373192	0.051638752	0.30689454	0.4797597
a20	0.1366979	0.03651457	0.0074608973	0.03250113	0.0588665	0.090693496	0.23567404	0.40159142
a33	0.052076776	0.019699171	0.0071658627	0.022542449	0.0351401	0.017210446	0.29266068	0.5535045
a20	0.024822516	0.03242713	0.019925062	0.04229039	0.06207021	0.016015269	0.44784012	0.3546093
a31	0.08809874	0.062413123	0.017836556	0.016332407	0.012504737	0.0113541875	0.3541834	0.4372769
a5	0.08164204	0.029411709	0.01692367	0.021718277	0.019135315	0.01765659	0.3467406	0.46677178
a17	0.21140368	0.052582428	0.049293917	0.060991213	0.033455707	0.018555032	0.27445298	0.29926506
a11	0.1304947	0.059530728	0.042940754	0.038627714	0.06772912	0.033843737	0.29282764	0.33400556
a10	0.11673539	0.08913669	0.08234191	0.06888685	0.07794476	0.02916835	0.25187153	0.2839145
a31	0.10226343	0.12083583	0.10999472	0.11587218	0.10729023	0.037701655	0.2105814	0.19546057
a24	0.25484255	0.11104692	0.11049067	0.11995781	0.07928257	0.038513206	0.13566653	0.15019977
a46	0.114547096	0.14627956	0.14072087	0.08609435	0.08013263	0.08745254	0.17432132	0.17045164
a20	0.13619782	0.16087644	0.14987281	0.10887721	0.104310855	0.10805291	0.12040772	0.11140423
a31	0.27615148	0.21475653	0.13056715	0.09189861	0.048937712	0.06908936	0.10407052	0.0645286
a20	0.19235115	0.19190596	0.18328065	0.14995953	0.078224964	0.067706846	0.06516815	0.07140277
a31	0.1846678	0.20234217	0.19912006	0.12478167	0.07498593	0.070705846	0.069893025	0.07350343
</S>	0.18956009	0.21804489	0.16975822	0.14863403	0.07748137	0.07725647	0.06287705	0.05638792
