 	non	mi	aspetti	che	non	vengo	</S>
a31	0.11104112	0.110912256	0.11108349	0.11123877	0.118021175	0.1966992	0.24100403
a37	0.14469779	0.101731785	0.0740109	0.113513686	0.18554062	0.17036323	0.21014191
a31	0.13231128	0.12137513	0.3506677	0.29691592	0.07271932	0.01720761	0.008802985
a24	0.12039621	0.106838934	0.46459538	0.20924401	0.08944281	0.0072705825	0.0022120322
a46	0.055331413	0.056979228	0.27043766	0.46576452	0.10352766	0.03641481	0.011544642
a31	0.051849984	0.060422707	0.26107335	0.45553347	0.12568437	0.036110282	0.009325846
a1	0.016874032	0.029231064	0.11738867	0.30384827	0.3254792	0.165141	0.042037778
a31	0.018164765	0.01708149	0.30354115	0.48311606	0.06965902	0.07962247	0.028815126
a20	0.05863318	0.026219608	0.17942688	0.1531539	0.13718617	0.17632762	0.2690526
a41	0.040287696	0.01954182	0.22706205	0.37160987	0.16547254	0.12049839	0.05552768
a31	0.10759679	0.029189965	0.1854702	0.27542514	0.14310844	0.13449873	0.12471075
</S>	0.057556998	0.03918347	0.20204456	0.22190991	0.1685133	0.113576844	0.19721496
