 	mi	si	gonfiò	il	dito	</S>
a41	0.15845771	0.15797126	0.16529362	0.16199777	0.16210656	0.19417311
a20	0.24291642	0.0056151734	0.046015766	0.43382424	0.079663076	0.19196522
a39	0.5591925	0.037565578	0.1776205	0.058007214	0.07119371	0.096420586
a31	0.35292265	0.025595235	0.09791257	0.065411486	0.15429552	0.30386257
a37	0.33486578	0.015517338	0.04065955	0.067315705	0.096986584	0.444655
a21	0.051617682	0.006352464	0.03245702	0.15220943	0.15142778	0.60593563
a38	0.027377158	0.02826853	0.2035122	0.39490116	0.13193741	0.21400352
a18	0.10047706	0.054195017	0.33975303	0.24501479	0.11363951	0.14692067
a46	0.202527	0.049736984	0.29937696	0.16370127	0.11661094	0.16804688
a31	0.24805154	0.061790384	0.18317747	0.17313102	0.1508874	0.18296224
a20	0.20153861	0.07935817	0.1329634	0.16281618	0.26301828	0.16030534
a46	0.18407558	0.10305573	0.34347436	0.25982118	0.06456245	0.045010686
a31	0.23890662	0.08888604	0.22154263	0.23691888	0.07532573	0.13842012
a8	0.1553848	0.07928471	0.23337252	0.21571842	0.20844927	0.107790336
a31	0.09036331	0.07942184	0.30986306	0.27502492	0.1317393	0.11358752
</S>	0.16861299	0.113574594	0.18220021	0.15161248	0.26180464	0.12219509
