 	la	pasta	vuole	sale	</S>
a31	0.18145125	0.181003	0.18302934	0.18864879	0.26586762
a15	0.68466294	0.09745728	0.03944145	0.04991856	0.12851985
a31	0.46425045	0.21597765	0.0751665	0.12573521	0.118870296
a13	0.55918777	0.2690339	0.044274688	0.087196976	0.04030666
a31	0.5746423	0.22026874	0.032704465	0.052103534	0.12028087
a6	0.42034498	0.04146343	0.04958951	0.2544184	0.23418367
a31	0.58204573	0.17864355	0.05387325	0.09077418	0.094663255
a46	0.27551016	0.10772219	0.078241035	0.16696653	0.3715601
a31	0.4724215	0.11444084	0.07860784	0.15120772	0.18332215
a46	0.15568496	0.21419252	0.14359194	0.28525072	0.20127983
a20	0.14984554	0.1240421	0.12276283	0.247678	0.35567158
</S>	0.11542748	0.16132145	0.21812932	0.30215412	0.20296767
