 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.19945192	0.16720639	0.12665851	0.12669756	0.12665918	0.12665658	0.12666991
a31	0.0248374	0.12235566	0.11213946	0.27107745	0.15718766	0.18434182	0.12806052
a37	0.02580313	0.041243095	0.081299886	0.43369398	0.05538059	0.15709542	0.20548385
a31	0.022249317	0.0122164	0.14812759	0.5589466	0.07936154	0.10748727	0.07161119
a13	0.03867948	0.017591724	0.1514212	0.5575835	0.0730838	0.08108369	0.080556594
a31	0.0775895	0.06779913	0.20047915	0.46382093	0.025056532	0.064255655	0.100999065
a43	0.0646369	0.046128538	0.34539002	0.21654882	0.07451913	0.115299106	0.1374774
a31	0.26437432	0.24167815	0.13328056	0.06519795	0.10430518	0.08435067	0.10681316
a20	0.34019223	0.20620906	0.10419783	0.115149595	0.09878851	0.08196697	0.05349582
a31	0.4049577	0.21562164	0.1673265	0.07782975	0.059142757	0.029735304	0.04538637
a11	0.3986316	0.1313328	0.1277329	0.086629525	0.12527217	0.049205728	0.08119519
a31	0.5336673	0.12370653	0.17456873	0.05817611	0.046414696	0.019113552	0.04435308
a30	0.4267472	0.16077928	0.15324043	0.09505148	0.069414884	0.032389067	0.06237773
a31	0.3881496	0.10737298	0.29910865	0.09376412	0.048053913	0.030075321	0.033475447
a42	0.42212462	0.13346468	0.17357728	0.115313165	0.066308506	0.04101861	0.048193097
a20	0.26432422	0.23667672	0.098308906	0.107470386	0.09698257	0.094791576	0.10144559
a31	0.24143289	0.1931	0.14804667	0.18511303	0.08767708	0.07484271	0.06978769
a20	0.19719163	0.13487825	0.18160518	0.21842884	0.10433125	0.081449136	0.082115695
</S>	0.21118097	0.17089409	0.13692045	0.19200306	0.10016076	0.09450205	0.09433867
