 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.08894577	0.08890967	0.089206256	0.08968853	0.09054595	0.099044055	0.13057342	0.16172713	0.16135922
a23	0.020556401	0.016343482	0.07630291	0.067280345	0.13160998	0.1300216	0.14209612	0.22673796	0.18905118
a31	0.013377819	0.013773683	0.23132955	0.054454926	0.0997717	0.17540465	0.114441246	0.14756913	0.14987724
a28	0.06424728	0.104215525	0.08202353	0.123348996	0.14010899	0.1510681	0.11019528	0.13699803	0.08779426
a20	0.13423187	0.12865338	0.07619943	0.08533431	0.15859771	0.14351259	0.08969273	0.11598752	0.06779052
a31	0.1317399	0.12848149	0.08816012	0.080207214	0.0568758	0.085284725	0.14237982	0.14444284	0.14242809
a8	0.071018524	0.081667975	0.098021455	0.15372613	0.12903595	0.06836802	0.142333	0.12564641	0.13018255
a31	0.009719532	0.009384493	0.09909689	0.043497525	0.08089909	0.10137809	0.21297738	0.1660438	0.27700323
a20	0.037619594	0.029462652	0.13743253	0.09043861	0.094960704	0.12506235	0.19925235	0.087882996	0.19788827
a31	0.016340606	0.017369846	0.15009785	0.11987988	0.14217958	0.17566055	0.14920223	0.06776403	0.16150539
a36	0.014902536	0.010419978	0.18837687	0.11065098	0.15543506	0.2799013	0.08051428	0.042358585	0.11744036
a24	0.0051064957	0.006925651	0.027451858	0.04617312	0.1512964	0.14547312	0.13816953	0.12567063	0.35373315
a37	0.0042642285	0.004336888	0.103365734	0.07758277	0.16051264	0.13016629	0.11657137	0.10110268	0.30209735
a27	0.0040225326	0.0036282653	0.07910109	0.0672588	0.17649029	0.16169581	0.15639491	0.10505799	0.24635033
a8	0.006867815	0.0075864163	0.074795514	0.07429264	0.14548871	0.13210517	0.184247	0.14561582	0.22900088
a23	0.0077847284	0.006667015	0.07652968	0.10223398	0.08721613	0.074410506	0.34201348	0.11656699	0.18657753
a31	0.006007924	0.006064786	0.06326323	0.07267966	0.15493158	0.22640681	0.22245449	0.063146	0.18504544
a37	0.01797379	0.0113904225	0.14173615	0.1903979	0.16319247	0.1423938	0.08792525	0.035731025	0.20925923
a29	0.014179599	0.0196466	0.095962785	0.10158024	0.1220416	0.13748693	0.1545528	0.12833717	0.2262123
a31	0.015891466	0.015659492	0.12602256	0.08368608	0.07170904	0.11769021	0.22010168	0.089421384	0.25981808
a13	0.036674082	0.018771939	0.23363717	0.1733753	0.123762965	0.10277467	0.1069906	0.043605283	0.16040796
a31	0.059795666	0.03704822	0.22292417	0.095570736	0.063828796	0.097470306	0.12449131	0.10934173	0.1895291
a8	0.05743285	0.06591243	0.16071376	0.1519351	0.14951055	0.09218769	0.10561842	0.07754819	0.13914104
a31	0.08911494	0.047341913	0.091546185	0.058760673	0.058313664	0.098536626	0.14547656	0.24047603	0.17043342
a21	0.06317866	0.08725288	0.098465174	0.15767545	0.14953066	0.089201756	0.11631457	0.119125955	0.11925491
a31	0.09835893	0.118107334	0.07897751	0.11367504	0.12567204	0.117535	0.089210264	0.15988867	0.09857521
a29	0.07687169	0.10314838	0.076193914	0.16363055	0.14358686	0.072030105	0.114928104	0.12914865	0.120461725
a31	0.10089146	0.12658554	0.08134706	0.107082024	0.10829576	0.09111259	0.09699181	0.1756914	0.11200228
a46	0.08194498	0.10937527	0.07271986	0.15078315	0.13024248	0.07036156	0.11657078	0.14390737	0.12409463
a31	0.07938532	0.08295387	0.07839032	0.08424124	0.08300718	0.085821584	0.1261529	0.21628168	0.16376597
a49	0.07435606	0.09969697	0.07856771	0.15679988	0.13720411	0.07290336	0.11983043	0.13607875	0.12456278
a3	0.0786859	0.083283804	0.07716462	0.083657816	0.08281038	0.08614925	0.12715648	0.21574159	0.1653501
a18	0.070906684	0.08024047	0.08364231	0.121115394	0.10410081	0.07662549	0.13792548	0.17708105	0.14836232
a31	0.096617065	0.10265032	0.09397585	0.10095792	0.09963111	0.094939716	0.10197644	0.20296255	0.106289
a8	0.08140031	0.10677396	0.074857675	0.13601746	0.11796702	0.07200705	0.12082654	0.15978658	0.13036336
</S>	0.09192594	0.094052434	0.09215142	0.09705294	0.09489705	0.092385344	0.10705789	0.21331199	0.11716504
