 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.08645072	0.08654343	0.13022938	0.086864196	0.08808172	0.08966178	0.12628834	0.21596846	0.089911945
a8	0.004669629	0.004106073	0.0022267145	0.010994789	0.06378294	0.07617167	0.19963616	0.2659155	0.37249652
a31	0.019697754	0.015299961	0.002007066	0.016688313	0.022849942	0.10208008	0.12622966	0.24488916	0.45025808
a10	0.17747614	0.12883988	0.0086596655	0.014482282	0.04374511	0.06451267	0.061239418	0.17732412	0.32372075
a39	0.10343803	0.114035845	0.03323582	0.034275454	0.105310895	0.059170924	0.11151308	0.12461451	0.31440547
a31	0.044782642	0.056339037	0.011155991	0.04290835	0.068793	0.078457564	0.15507065	0.16400069	0.37849203
a20	0.057692833	0.040796656	0.011834204	0.054422054	0.08563344	0.10155081	0.13681002	0.13326144	0.3779985
a31	0.046961147	0.068140164	0.01121568	0.026044797	0.029554794	0.048071254	0.19048265	0.22014989	0.35937965
a8	0.023639278	0.01440734	0.010423076	0.03894575	0.029616892	0.09292694	0.20886967	0.17207982	0.4090912
a31	0.0034269972	0.0038866252	0.00727744	0.009966408	0.08904851	0.09924511	0.21079284	0.14480008	0.43155602
a17	0.034765955	0.054305203	0.015899625	0.020909915	0.1233215	0.15466413	0.3316898	0.07256692	0.19187692
a37	0.004861306	0.0058190203	0.008271623	0.008768138	0.06536488	0.0916587	0.2500239	0.18402636	0.38120604
a23	0.028627425	0.04307288	0.012662654	0.01886472	0.081167296	0.1141107	0.403096	0.106911175	0.19148713
a31	0.006253442	0.0083649345	0.011124474	0.011252847	0.09065742	0.108559236	0.3287403	0.19284138	0.24220592
a42	0.0728779	0.09411733	0.014083014	0.0132878665	0.16465285	0.19364868	0.24136043	0.06686863	0.13910328
a31	0.01025527	0.011147041	0.023537386	0.0205941	0.14060292	0.099746	0.4846133	0.121485494	0.08801842
a20	0.050469935	0.06265001	0.024301158	0.017489184	0.37795523	0.25358167	0.09513558	0.0453627	0.07305464
a31	0.04509052	0.045112494	0.019147748	0.01888799	0.058888484	0.09086626	0.4337174	0.14294851	0.14534059
a17	0.04421652	0.06373014	0.03210689	0.017482014	0.23043542	0.12912357	0.3445304	0.06018341	0.07819155
a31	0.028494751	0.033794984	0.032083716	0.022782683	0.19205895	0.15346496	0.4124636	0.07199456	0.052861813
a20	0.06711941	0.10709931	0.050420072	0.025784688	0.4115281	0.12807858	0.08960772	0.052589774	0.067772314
a31	0.08810073	0.08875088	0.026336223	0.025191158	0.16235662	0.114019565	0.2665896	0.11345241	0.11520289
a46	0.06074834	0.09092354	0.08813768	0.026657755	0.30747423	0.12967204	0.1409966	0.072578944	0.08281095
a8	0.038465396	0.037339784	0.06594664	0.030314602	0.22851673	0.19849136	0.15662865	0.12805295	0.116243854
a31	0.058308154	0.059541848	0.118045695	0.063612506	0.18333645	0.118990876	0.13388184	0.13098727	0.1332954
a18	0.10601552	0.13924934	0.14965123	0.095189735	0.09300013	0.1005915	0.10644344	0.10548093	0.10437811
a31	0.05647683	0.068325706	0.10163102	0.047271322	0.24434519	0.14525399	0.16148333	0.116070606	0.059141934
a20	0.07488859	0.0923566	0.17416927	0.08016579	0.08000821	0.09808414	0.14192611	0.14327921	0.11512211
a31	0.073984854	0.087462984	0.14776294	0.061373655	0.12784606	0.14974593	0.12602484	0.15839991	0.06739883
</S>	0.074904256	0.090490304	0.19081865	0.07307856	0.071624964	0.08323577	0.15297435	0.15847665	0.104396515
