 	un	forno	che	fa	buon	pane	</S>
a31	0.14078237	0.14204478	0.14087886	0.14100122	0.14350298	0.14294025	0.1488495
a20	0.0144962175	0.024589514	0.09302975	0.12708989	0.22660269	0.25341907	0.26077288
a28	0.08356878	0.11726266	0.0915689	0.26279745	0.27027345	0.10068789	0.073840864
a31	0.030444205	0.13274851	0.109895274	0.34733123	0.17780256	0.12659341	0.075184874
a18	0.022153193	0.09210245	0.091100015	0.3815072	0.24066375	0.09652667	0.07594672
a13	0.014035574	0.06615004	0.08474538	0.094759226	0.17990144	0.35995317	0.20045523
a39	0.018113071	0.07692165	0.08750513	0.052298583	0.1934469	0.36943126	0.20228346
a20	0.029733082	0.07979005	0.07793121	0.03903291	0.23162116	0.3097243	0.23216732
a31	0.03635582	0.075279355	0.07794106	0.033347063	0.23204672	0.2724113	0.27261865
a20	0.011873422	0.032067943	0.02260111	0.013143211	0.2464738	0.44198605	0.23185444
a39	0.019679664	0.09116353	0.065193914	0.032464627	0.23175874	0.23299812	0.3267414
a18	0.013405776	0.04599242	0.054895625	0.028900167	0.19318357	0.25079113	0.41283137
a39	0.012321859	0.034236632	0.04491591	0.021403188	0.148739	0.25849077	0.47989264
a46	0.012728511	0.0381366	0.055329405	0.025888028	0.11883689	0.22696032	0.52212024
a38	0.008289663	0.01541847	0.028106652	0.01787126	0.18297078	0.34935543	0.39798778
a39	0.022765806	0.045300186	0.02111703	0.023437172	0.09425536	0.25275734	0.54036707
a31	0.046308417	0.09301552	0.049143344	0.052880045	0.108390115	0.17395714	0.47630537
a18	0.060398646	0.10569673	0.052844446	0.08497687	0.10990495	0.18429081	0.40188757
a31	0.07901672	0.106838845	0.07183119	0.09647303	0.16125315	0.15628089	0.32830617
a41	0.04072216	0.078673884	0.0844195	0.13399552	0.1397415	0.27296653	0.24948087
a35	0.04987325	0.11907177	0.07960699	0.09342921	0.20707114	0.19905132	0.25189635
a31	0.03868921	0.13762827	0.043695163	0.07722403	0.2490503	0.24681447	0.20689856
a28	0.058945525	0.08918765	0.09070475	0.10418139	0.17854251	0.27661604	0.20182215
a27	0.041431326	0.10857211	0.06320169	0.0969812	0.300643	0.17846787	0.2107028
a13	0.035348725	0.092099875	0.05104474	0.08786254	0.2876936	0.25276127	0.19318925
a46	0.037302986	0.09863393	0.05547292	0.096443295	0.3130245	0.19589424	0.2032282
a24	0.07431729	0.12891094	0.07900683	0.08879461	0.22239156	0.19517073	0.2114081
a39	0.099489145	0.115766056	0.10479094	0.10424663	0.1648208	0.17911835	0.23176807
a31	0.069309995	0.086180516	0.08259375	0.088385664	0.15600169	0.30492032	0.21260802
a11	0.05207532	0.100119986	0.07798673	0.08601248	0.29684862	0.21665728	0.17029956
a31	0.05402241	0.10576033	0.081008196	0.089174785	0.3210249	0.17444462	0.1745647
a21	0.067448094	0.08823306	0.091051735	0.08455977	0.20700547	0.26320213	0.1984998
</S>	0.09668712	0.086320624	0.14347121	0.12499716	0.16575006	0.2051718	0.17760204
