 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.1258309	0.124596454	0.12457269	0.12841679	0.1370398	0.14949709	0.21004637
a31	0.53218764	0.19862509	0.030646602	0.027201833	0.04253197	0.051231343	0.11757558
a21	0.53974646	0.24135295	0.04400683	0.020462919	0.0479476	0.023621025	0.08286225
a37	0.3263501	0.34066442	0.10353167	0.05144694	0.07866531	0.0169444	0.08239718
a8	0.21209416	0.23978654	0.19296886	0.08955241	0.10901041	0.084450364	0.072137296
a31	0.38692823	0.50193727	0.032391235	0.023701852	0.02512384	0.003796603	0.0261209
a13	0.32723045	0.19121437	0.036414083	0.09114625	0.20145705	0.021303684	0.1312341
a20	0.29818	0.20695835	0.033940867	0.077362895	0.20750615	0.022633336	0.15341839
a3	0.25470662	0.13183959	0.034090288	0.061233	0.25539225	0.027911646	0.23482658
a31	0.32902214	0.11034124	0.020196551	0.038712446	0.17854558	0.021347387	0.30183467
a29	0.5035027	0.12933482	0.0055153067	0.026009858	0.093582995	0.006843109	0.23521113
a31	0.64141965	0.02862563	0.0017509185	0.018792152	0.07352185	0.007316288	0.22857356
a3	0.80464303	0.01288119	0.0022059942	0.013269332	0.03210954	0.019350417	0.11554052
a31	0.8235798	0.025590839	0.0056570857	0.017982434	0.037721395	0.025282163	0.064186215
a24	0.5955193	0.02945215	0.02424317	0.02238011	0.05165079	0.042671163	0.23408327
a31	0.6745846	0.022146743	0.013116747	0.03665624	0.053292464	0.074072	0.12613109
a39	0.2768328	0.10609886	0.086550325	0.04775753	0.07660004	0.10739769	0.29876283
a31	0.28533643	0.07001911	0.049481004	0.054371744	0.08835861	0.1153433	0.33708984
a33	0.10730171	0.15956639	0.118349016	0.09150433	0.09632019	0.23502007	0.19193827
a31	0.10563962	0.09899189	0.09784808	0.10077236	0.11114387	0.22192343	0.2636808
a23	0.105926454	0.13627869	0.11631082	0.09928665	0.10858927	0.26625478	0.16735333
</S>	0.11670591	0.11497222	0.110925704	0.1143854	0.12586936	0.18912408	0.22801737
