 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.011884844	0.022545489	0.012560522	0.0124357445	0.012218096	0.012235091	0.013786764	0.023351183	0.031221813	0.018856928	0.018871378	0.018993985	0.013676011	0.028951276	0.040765684	0.026687894	0.052189734	0.03318609	0.032289498	0.034900118	0.034807924	0.034110494	0.039035317	0.04460613	0.045891408	0.05023911	0.039954185	0.022263182	0.029733298	0.04977028	0.042361606	0.022163631	0.024437575	0.034522213	0.014495574
a31	0.008651184	0.004359669	0.016863408	0.021380434	0.03183442	0.04359144	0.04669064	0.043545254	0.007930988	0.026914231	0.019675015	0.024463847	0.10303534	0.020044986	0.014419767	0.035807386	0.072079435	0.010714951	0.03413287	0.029005395	0.030970057	0.002522259	0.024779623	0.030834246	0.014563678	0.030486822	0.03772172	0.08214364	0.03389099	0.018786745	0.013624974	0.0045317924	0.012340238	0.014521814	0.03314078
a24	0.0061273323	0.0024214322	0.004767043	0.018025685	0.019396368	0.080846645	0.07052189	0.01883012	0.008741727	0.013763052	0.010970205	0.011595487	0.16594335	0.009587918	0.009806616	0.012585426	0.020897739	0.011728924	0.027741406	0.017593352	0.014933541	0.0118373595	0.014892251	0.020194206	0.020134805	0.019274596	0.018260982	0.016897678	0.020268943	0.017661726	0.025981132	0.021996532	0.05065508	0.064950176	0.120169275
a37	0.014841108	0.004436569	0.016409285	0.039202556	0.052117668	0.101723015	0.06693616	0.03670979	0.00931177	0.02639681	0.0128443455	0.020503178	0.11060587	0.01317591	0.020244215	0.028474456	0.031159922	0.014529283	0.05116722	0.04563767	0.02425145	0.0039810245	0.02061033	0.02881837	0.010497976	0.0154421795	0.0114789335	0.028026154	0.009076246	0.006440191	0.00785111	0.009429715	0.027127193	0.021639973	0.05890225
a24	0.01508612	0.0055566565	0.01436228	0.026063763	0.024616456	0.09471966	0.06494128	0.022775238	0.008211984	0.017076854	0.013160604	0.012247709	0.23181199	0.010099047	0.009445509	0.01566177	0.026253268	0.012135122	0.035306167	0.024264876	0.020094963	0.013659724	0.016131872	0.018681163	0.014619442	0.015442349	0.015254932	0.013288778	0.017144134	0.014532197	0.014884142	0.01366356	0.025207825	0.036776803	0.066821784
a37	0.013728506	0.00456165	0.014828101	0.021971555	0.021914162	0.15380898	0.09039088	0.021411935	0.0125266565	0.01667119	0.011580001	0.014900749	0.0927157	0.011668862	0.016489875	0.018253632	0.019659635	0.011335376	0.031152125	0.023956595	0.016261924	0.011705342	0.01506134	0.0172969	0.014055948	0.014429952	0.013737997	0.015928976	0.013181985	0.012944202	0.01777637	0.022661565	0.038726263	0.042558864	0.110146224
a31	0.016943913	0.010567101	0.016277833	0.013905723	0.0292626	0.0532193	0.029661773	0.022846183	0.014332368	0.020985277	0.017952831	0.015587538	0.08889891	0.020829812	0.016753372	0.020508058	0.043125074	0.015479538	0.032162078	0.02771346	0.02770104	0.026402703	0.021792265	0.02163522	0.02562484	0.023605037	0.021419145	0.010633946	0.015200823	0.013986244	0.025116147	0.019294461	0.036327284	0.051618166	0.13262993
a28	0.005249933	0.0032555966	0.0106233945	0.028997857	0.015672008	0.12994221	0.108992144	0.030703407	0.013951209	0.020739773	0.015402928	0.018511409	0.17900883	0.015464212	0.016765174	0.021204552	0.028933097	0.017230982	0.050557036	0.032390613	0.024630906	0.009253554	0.012293024	0.01446	0.011219438	0.01073264	0.009543648	0.01093427	0.007760483	0.008686264	0.015822193	0.011165202	0.01707459	0.021902723	0.050924685
a17	0.010096693	0.0072960607	0.010572627	0.01402951	0.017348502	0.070115775	0.04768864	0.02784654	0.020217808	0.02147214	0.018284334	0.020124074	0.15243481	0.023924153	0.022850636	0.02534481	0.061259046	0.016682638	0.03832778	0.031387005	0.03203862	0.019420218	0.0169214	0.016409606	0.019026665	0.017421452	0.016489817	0.008717379	0.013307423	0.012605303	0.022165641	0.015626369	0.020313209	0.02265446	0.08957881
a31	0.012712834	0.010627825	0.025042316	0.02231566	0.018410115	0.04431921	0.02707336	0.0212112	0.018375685	0.0161596	0.014847165	0.016945258	0.055696663	0.03065466	0.02352803	0.024451567	0.044715684	0.0141697675	0.024053633	0.023397138	0.021835921	0.02048638	0.02024809	0.022579229	0.029060673	0.026508633	0.0254971	0.018167168	0.023499893	0.024064416	0.033989277	0.03267913	0.033737086	0.032717485	0.14622214
