 	ora	ho	finito	di	scrivere	</S>
a23	0.116542056	0.11653281	0.116563745	0.118545346	0.27815503	0.253661
a31	0.16773072	0.04014286	0.41185427	0.19780824	0.08595322	0.09651077
a28	0.1831717	0.17915376	0.45954767	0.13406847	0.024237202	0.019821167
a31	0.36177287	0.32476127	0.22969258	0.051774055	0.0122616375	0.019737698
a41	0.14163975	0.3177173	0.4829552	0.025347743	0.004772769	0.02756724
a21	0.06595466	0.096797526	0.43045887	0.33831343	0.05102406	0.017451482
a24	0.06652274	0.07883069	0.3537306	0.3911015	0.06132682	0.048487667
a31	0.02959094	0.06534641	0.3537851	0.2834294	0.035398412	0.23244974
a39	0.079782955	0.092119485	0.37427023	0.20243032	0.08902628	0.16237076
a31	0.052018195	0.23272297	0.19804539	0.16320992	0.084830545	0.269173
a28	0.08771147	0.10378541	0.19560306	0.16672717	0.18885653	0.25731632
a31	0.097363144	0.12431568	0.2736848	0.20511483	0.15669036	0.14283125
a20	0.038040873	0.05606669	0.14349107	0.21772587	0.13167414	0.41300136
a37	0.06000382	0.11785893	0.21268709	0.2139337	0.17166439	0.22385208
</S>	0.07603463	0.08827198	0.079919346	0.18514897	0.15377226	0.41685274
