 	sta	e	dorme	nel	letto	</S>
a33	0.11467218	0.11459522	0.1188075	0.12701306	0.26917136	0.25574073
a31	0.13302211	0.06530439	0.6488568	0.06702822	0.044499658	0.04128885
a37	0.0365532	0.03849116	0.69620776	0.15301962	0.037863847	0.037864316
a31	0.20202062	0.47109607	0.13491186	0.13496855	0.035513893	0.021489052
a13	0.23934308	0.5156782	0.11327221	0.07439264	0.018218854	0.039095044
a20	0.017533861	0.053327795	0.41566998	0.44496796	0.050512895	0.01798756
a24	0.0028338656	0.015775297	0.74136835	0.20710367	0.009795146	0.023123778
a28	0.0022048112	0.0067225373	0.7802673	0.17259382	0.008763219	0.0294483
a31	0.004191561	0.013470071	0.7804636	0.13479023	0.013788091	0.053296573
a35	0.020119809	0.021149002	0.79621416	0.103398316	0.017320829	0.041797895
a18	0.02712119	0.03342964	0.74568605	0.12160924	0.0371139	0.035039995
a31	0.06840614	0.035628278	0.5238408	0.13281071	0.04628523	0.19302882
a13	0.02243418	0.030725222	0.6504905	0.16026695	0.035189867	0.10089322
a39	0.08151753	0.045602124	0.5541241	0.19675463	0.06223675	0.059764843
a31	0.12614171	0.0709308	0.28869742	0.22501984	0.15280683	0.13640337
a21	0.11711724	0.14941731	0.2062432	0.19805151	0.17515455	0.1540162
a31	0.14115332	0.13170755	0.2356886	0.20941511	0.17418583	0.10784964
</S>	0.14278	0.17304517	0.12947667	0.12396009	0.26269656	0.16804148
