 	non	ho	cosa	è	da	mangiare	</S>
a31	0.13853116	0.13854206	0.13862686	0.13920139	0.14166094	0.15146929	0.1519683
a8	0.1219155	0.096754804	0.046176944	0.06886308	0.14721309	0.24619374	0.27288285
a31	0.30405647	0.25740716	0.2533017	0.064375386	0.029782498	0.038777523	0.052299265
a37	0.11375036	0.134964	0.24536908	0.2793403	0.12176332	0.06544381	0.03936917
a20	0.020065714	0.04089329	0.08278216	0.21148442	0.1401747	0.32646462	0.17813501
a31	0.023597924	0.041461784	0.07033185	0.2728448	0.1859684	0.29185337	0.11394191
a17	0.019630948	0.03572228	0.046089098	0.21949579	0.22381166	0.37953144	0.07571882
a20	0.01451693	0.021781212	0.1461595	0.2826767	0.119385354	0.3128695	0.10261074
a31	0.050901365	0.03200751	0.09146624	0.10744182	0.13044666	0.4298986	0.15783785
a39	0.08810292	0.036432877	0.12452693	0.24353872	0.16963418	0.26893094	0.06883335
a35	0.09675788	0.052571718	0.13203785	0.38500625	0.16491203	0.12888959	0.039824717
a39	0.1941414	0.09470858	0.12954924	0.19199806	0.13672087	0.18783912	0.06504273
a46	0.17902859	0.10514215	0.12418204	0.34520647	0.13639529	0.07517112	0.03487433
a35	0.18645301	0.08455628	0.09199916	0.255081	0.19042039	0.13156517	0.059924968
a31	0.14842696	0.11413358	0.11545639	0.16507417	0.22464679	0.13519225	0.09706979
</S>	0.12872675	0.13064761	0.13753448	0.23420843	0.1622435	0.12455957	0.082079604
