 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.13980708	0.1434405	0.13983992	0.14039785	0.14997222	0.14471912	0.14182335
a39	0.019332714	0.039847728	0.16086048	0.07645645	0.2044081	0.275226	0.2238685
a31	0.15320814	0.18186083	0.42670628	0.06659561	0.05441674	0.07020688	0.047005467
a0	0.14315349	0.05617942	0.50833523	0.19976458	0.041611344	0.03645682	0.014499104
a31	0.05524571	0.0965318	0.5074026	0.079882994	0.063185446	0.13468798	0.06306348
a13	0.06589208	0.009737959	0.3218186	0.26839685	0.22032446	0.09719217	0.01663799
a31	0.034381907	0.08951744	0.52931255	0.102785304	0.10267421	0.099645734	0.041682877
a37	0.08311706	0.05015861	0.54844964	0.13293187	0.07569414	0.065224096	0.04442461
a31	0.09612772	0.068423614	0.53868014	0.13434373	0.11406806	0.036268253	0.012088463
a11	0.29392996	0.105851725	0.44821644	0.08456696	0.0279709	0.018515788	0.020948254
a39	0.22361329	0.05022606	0.50529385	0.12611517	0.07702354	0.010679683	0.007048398
a0	0.32359457	0.055922873	0.45500565	0.10605364	0.04601931	0.006898125	0.0065058954
a41	0.3747145	0.05476198	0.32028514	0.13473436	0.08175419	0.01668303	0.017066779
a0	0.5309352	0.088584	0.19812728	0.11375604	0.043602917	0.014488207	0.010506386
a20	0.34329343	0.113526136	0.18674389	0.15842588	0.13108835	0.030729122	0.03619317
a31	0.24793588	0.16592406	0.20431286	0.12509464	0.15739258	0.068729885	0.030610148
a30	0.41216886	0.13401842	0.17057556	0.10705095	0.11006867	0.045972668	0.020144846
a41	0.2961828	0.09332599	0.24540119	0.18878931	0.14399038	0.018811058	0.013499303
a31	0.23091793	0.2280041	0.24124567	0.08013387	0.1386521	0.048378933	0.03266744
</S>	0.2279196	0.27923056	0.250632	0.082767285	0.04379569	0.07163599	0.044018924
