 	non	deve	magniare	la	sera	</S>
a20	0.075595215	0.056911267	0.26800933	0.08744665	0.29707828	0.21495922
a31	0.24617201	0.05062949	0.07382862	0.34766406	0.032323185	0.24938267
a18	0.80123115	0.01956435	0.054382302	0.05078001	0.04735737	0.02668472
a37	0.5723483	0.01093492	0.12703736	0.1434886	0.051997963	0.09419286
a18	0.6007754	0.007214752	0.0927676	0.19909108	0.021675184	0.07847604
a31	0.37280485	0.015082295	0.1547409	0.30134496	0.040764082	0.1152629
a13	0.49813658	0.05852152	0.14072357	0.09228566	0.10227203	0.10806069
a31	0.43691212	0.11977574	0.10507189	0.10518008	0.11446237	0.11859768
a17	0.24694279	0.2379129	0.14019783	0.088130035	0.14232394	0.14449255
</S>	0.16899838	0.20393075	0.11441883	0.12695034	0.16058584	0.22511593
