 	il	dito	si	gonfiò	</S>
a39	0.21471792	0.14827065	0.15931934	0.21911296	0.2585791
a13	0.5874853	0.08388693	0.016026106	0.06228319	0.25031838
a31	0.7039775	0.22767723	0.006724409	0.024695555	0.036925256
a20	0.4428985	0.46422166	0.007935734	0.029474339	0.05546971
a31	0.7350687	0.1144741	0.0080202995	0.039773878	0.102662995
a11	0.8695244	0.042540956	0.007844175	0.015850883	0.06423949
a31	0.63332987	0.20752864	0.027480505	0.042920183	0.08874082
a39	0.72384894	0.12908444	0.02622254	0.041634034	0.07921004
a31	0.5834998	0.17846505	0.041480456	0.04851468	0.14804003
a41	0.4847367	0.3033973	0.07615248	0.07093898	0.06477454
a46	0.4893587	0.23417526	0.0880324	0.08285364	0.10557999
a31	0.29337528	0.29941005	0.13167939	0.13132723	0.1442081
</S>	0.121296525	0.28919318	0.21077414	0.19362673	0.1851094
